Plant,Chinese Name,Capacity (MW),Status,Year,RETIRED,Planned Retire,Latitude,Longitude,Tracker ID,Annual CO2 (million tonnes / annum),"Subnational unit (province, state)",resource
Huadian Qingyuan Huaqiao Industrial Park Distributed Gas power station,广东华电清远华侨工业园天然气分布式能源站,75,proposed,2022,NA,NA,24.220006,113.674963,G409882,0.09855,Guangdong,gas
Huadian Qingyuan Huaqiao Industrial Park Distributed Gas power station,广东华电清远华侨工业园天然气分布式能源站,75,proposed,2022,NA,NA,24.220006,113.674963,G409881,0.09855,Guangdong,gas
Huadian Qishuyan Gas power station,华电戚墅堰燃机发电厂,390,operating,2005,NA,NA,31.735994,120.036947,G405515,0.51246,Jiangsu,gas
Huadian Qishuyan Gas power station,华电戚墅堰燃机发电厂,390,operating,2005,NA,NA,31.735994,120.036947,G405516,0.51246,Jiangsu,gas
Huadian Qishuyan Gas power station,华电戚墅堰燃机发电厂,220,operating,2011,NA,NA,31.735994,120.036947,G405517,0.28908,Jiangsu,gas
Huadian Qishuyan Gas power station,华电戚墅堰燃机发电厂,220,operating,2011,NA,NA,31.735994,120.036947,G405518,0.28908,Jiangsu,gas
Huadian Qishuyan Gas power station,华电戚墅堰燃机发电厂,475,operating,2015,NA,NA,31.735994,120.036947,G405519,0.62415,Jiangsu,gas
Huadian Qishuyan Gas power station,华电戚墅堰燃机发电厂,475,operating,2015,NA,NA,31.735994,120.036947,G405520,0.62415,Jiangsu,gas
Huadian Sanshui Distributed Gas power station,华电三水天然气分布式能源站,59,operating,2018,NA,NA,23.259401,112.990974,G405250,0.077526,Guangdong,gas
Huadian Sanshui Distributed Gas power station,华电三水天然气分布式能源站,59,operating,2018,NA,NA,23.259401,112.990974,G405251,0.077526,Guangdong,gas
Huadian Shanghai Fengxian Gas power station,华电上海奉贤燃机发电厂,180,operating,2004,NA,NA,30.976344,121.495892,G405654,0.23652,Shanghai,gas
Huadian Shanghai Fengxian Gas power station,华电上海奉贤燃机发电厂,180,operating,2004,NA,NA,30.976344,121.495892,G405655,0.23652,Shanghai,gas
Huadian Shanghai Fengxian Gas power station,华电上海奉贤燃机发电厂,180,operating,2004,NA,NA,30.976344,121.495892,G405656,0.23652,Shanghai,gas
Huadian Shanghai Fengxian Gas power station,华电上海奉贤燃机发电厂,180,operating,2004,NA,NA,30.976344,121.495892,G405657,0.23652,Shanghai,gas
Huadian Shanghai Fengxian Gas power station,华电上海奉贤燃机发电厂,430,operating,2015,NA,NA,30.976344,121.495892,G405658,0.56502,Shanghai,gas
Huadian Shanghai Fengxian Gas power station,华电上海奉贤燃机发电厂,430,operating,2015,NA,NA,30.976344,121.495892,G405659,0.56502,Shanghai,gas
Huadian Shijiazhuang Thermal power station,华电石家庄燃气热电厂,453,operating,2019,NA,NA,38.06214,114.523836,G405431,0.595242,Hebei,gas
Huadian Shunde Longjiang Distributed Gas power station,华电顺德龙江燃气分布式能源站,76,proposed,2024,NA,NA,22.870053,113.009387,G405261,0.099864,Guangdong,gas
Huadian Shunde Longjiang Distributed Gas power station,华电顺德龙江燃气分布式能源站,76,proposed,2024,NA,NA,22.870053,113.009387,G405262,0.099864,Guangdong,gas
Huadian Shunde Longjiang Distributed Gas power station,华电顺德龙江燃气分布式能源站,500,proposed,2023,NA,NA,22.870053,113.009387,G405263,0.657,Guangdong,gas
Huadian Tianjin Beichen Distributed Gas power station,华电天津北宸分布式能源站,60,operating,2018,NA,NA,39.300646,117.190542,G405687,0.07884,Tianjin,gas
Huadian Tianjin Beichen Distributed Gas power station,华电天津北宸分布式能源站,60,operating,2018,NA,NA,39.300646,117.190542,G405688,0.07884,Tianjin,gas
Huadian Tianjin Fuyuan Thermal power station,华电天津福源热电厂,200,operating,2014,NA,NA,39.434616,116.983947,G405690,0.2628,Tianjin,gas
Huadian Tianjin Fuyuan Thermal power station,华电天津福源热电厂,200,operating,2014,NA,NA,39.434616,116.983947,G405691,0.2628,Tianjin,gas
Huadian Tianjin Nanjiang Thermal power station,华电天津南疆热电厂,930,operating,2019,NA,NA,38.958533,117.576068,G405689,1.22202,Tianjin,gas
Huadian Wangting power station,华电望亭发电厂,390,operating,2005,NA,NA,31.44435,120.437,G405527,0.51246,Jiangsu,gas
Huadian Wangting power station,华电望亭发电厂,390,operating,2005,NA,NA,31.44435,120.437,G405528,0.51246,Jiangsu,gas
Huadian Wangting power station,华电望亭发电厂,485,construction,2023,NA,NA,31.44435,120.437,G405529,0.63729,Jiangsu,gas
Huadian Wangting power station,华电望亭发电厂,485,construction,2023,NA,NA,31.44435,120.437,G405530,0.63729,Jiangsu,gas
Huadian Wuchang Gas Thermal power station,华电武昌燃机热电厂,185,operating,2010,NA,NA,30.579805,114.312095,G405465,0.24309,Hubei,gas
Huadian Wuchang Gas Thermal power station,华电武昌燃机热电厂,185,operating,2015,NA,NA,30.579805,114.312095,G405466,0.24309,Hubei,gas
Huadian Wujiang Gas power station,华电吴江热电厂,180,operating,2013,NA,NA,30.973956,120.628798,G405511,0.23652,Jiangsu,gas
Huadian Wujiang Gas power station,华电吴江热电厂,180,operating,2013,NA,NA,30.973956,120.628798,G405512,0.23652,Jiangsu,gas
Huadian Xiangyang Fancheng Gas Thermal power station,华电襄阳樊城燃机热电厂,122.8,operating,2021,NA,NA,32.07576,112.086038,G405467,0.16135919999999998,Hubei,gas
Huadian Xiangyang Fancheng Gas Thermal power station,华电襄阳樊城燃机热电厂,122.8,operating,2021,NA,NA,32.07576,112.086038,G405468,0.16135919999999998,Hubei,gas
Huadian Yangzhou Gas power station,华电扬州燃机电厂,475,operating,2017,NA,NA,32.42998,119.4759,G405521,0.62415,Jiangsu,gas
Huadian Yangzhou Gas power station,华电扬州燃机电厂,475,operating,2017,NA,NA,32.42998,119.4759,G405522,0.62415,Jiangsu,gas
Huadian Yizheng Thermal power station,华电仪征热电厂,200,operating,2012,NA,NA,32.287236,119.054979,G405501,0.2628,Jiangsu,gas
Huadian Yizheng Thermal power station,华电仪征热电厂,200,operating,2012,NA,NA,32.287236,119.054979,G405502,0.2628,Jiangsu,gas
Huadian Yizheng Thermal power station,华电仪征热电厂,200,operating,2012,NA,NA,32.287236,119.054979,G405503,0.2628,Jiangsu,gas
Huadian Zengcheng Gas Thermal power station,华电广州增城燃气热电厂,670,operating,2020,NA,NA,23.172274,113.676664,G405255,0.88038,Guangdong,gas
Huadian Zengcheng Gas Thermal power station,华电广州增城燃气热电厂,670,operating,2020,NA,NA,23.172274,113.676664,G405256,0.88038,Guangdong,gas
Huadian Zizhuang Gas power station,上海华电莘庄工业区燃气热电厂,60,operating,2015,NA,NA,31.059585,121.357885,G405660,0.07884,Shanghai,gas
Huadian Zizhuang Gas power station,上海华电莘庄工业区燃气热电厂,60,operating,2015,NA,NA,31.059585,121.357885,G405661,0.07884,Shanghai,gas
Huahai Energy Deqing Gas Thermal power station,华海能源德庆工业园天然气热电厂,100,proposed,2022,NA,NA,23.140864,111.807434,G405238,0.1314,Guangdong,gas
Huahai Energy Deqing Gas Thermal power station,华海能源德庆工业园天然气热电厂,100,proposed,2022,NA,NA,23.140864,111.807434,G405239,0.1314,Guangdong,gas
Huaneng Beijing Thermal power station,华能北京热电厂,845,operating,1999,NA,NA,39.885361,116.53537,G405759,1.11033,Beijing,gas
Huaneng Beijing Thermal power station,华能北京热电厂,924,operating,2011,NA,NA,39.885361,116.53537,G405175,1.214136,Beijing,gas
Huaneng Beijing Thermal power station,华能北京热电厂,998,operating,2017,NA,NA,39.885361,116.53537,G405176,1.311372,Beijing,gas
Huaneng Chongqing Liangjiang Gas power station,华能重庆两江燃机发电厂,470,operating,2014,NA,NA,29.784345,106.512695,G405180,0.61758,Chongqing,gas
Huaneng Chongqing Liangjiang Gas power station,华能重庆两江燃机发电厂,470,operating,2014,NA,NA,29.784345,106.512695,G405181,0.61758,Chongqing,gas
Huaneng Dongguan Gas Thermal power station,华能东莞燃机热电,475,operating,2020,NA,NA,22.983207,114.102517,G405264,0.62415,Guangdong,gas
Huaneng Guilin Distributed Gas power station,华能桂林燃气分布式能源站,70,operating,2017,NA,NA,25.210686,110.180593,G405395,0.09198,Guangxi,gas
Huaneng Guilin Distributed Gas power station,华能桂林燃气分布式能源站,70,operating,2017,NA,NA,25.210686,110.180593,G405396,0.09198,Guangxi,gas
Huaneng Guilin Distributed Gas power station,华能桂林燃气分布式能源站,70,operating,2017,NA,NA,25.210686,110.180593,G405397,0.09198,Guangxi,gas
Huaneng Jiangyin Gas Thermal power station,华能江阴燃机热电厂,400,operating,2020,NA,NA,31.759171,120.385457,G405539,0.5256,Jiangsu,gas
Huaneng Jiangyin Gas Thermal power station,华能江阴燃机热电厂,400,operating,2020,NA,NA,31.759171,120.385457,G405540,0.5256,Jiangsu,gas
Huaneng Nanjing Jinling Gas power station,华能南京金陵燃机发电厂,390,operating,2006,NA,NA,32.170428,119.011004,G405531,0.51246,Jiangsu,gas
Huaneng Nanjing Jinling Gas power station,华能南京金陵燃机发电厂,390,operating,2007,NA,NA,32.170428,119.011004,G405532,0.51246,Jiangsu,gas
Huaneng Nanjing Jinling Gas power station,华能南京金陵燃机发电厂,191,operating,2013,NA,NA,32.170428,119.011004,G405533,0.250974,Jiangsu,gas
Huaneng Nanjing Jinling Gas power station,华能南京金陵燃机发电厂,191,operating,2013,NA,NA,32.170428,119.011004,G405534,0.250974,Jiangsu,gas
Huaneng Nanshan Gas power station,华能南山燃气发电厂,66,operating,1994,NA,NA,18.318066,109.159802,G405411,0.086724,Hainan,gas
Huaneng Nanshan Gas power station,华能南山燃气发电厂,66,operating,1995,NA,NA,18.318066,109.159802,G405412,0.086724,Hainan,gas
Huaneng Nantong power station,华能南通电厂,745,construction,2022,NA,NA,32.03214,120.76956,G405535,0.97893,Jiangsu,gas
Huaneng Nantong power station,华能南通电厂,745,construction,2022,NA,NA,32.03214,120.76956,G405536,0.97893,Jiangsu,gas
Huaneng Shanghai Gas power station,华能上海燃机电厂,400,operating,2006,NA,NA,31.4639,121.4044,G405662,0.5256,Shanghai,gas
Huaneng Shanghai Gas power station,华能上海燃机电厂,400,operating,2006,NA,NA,31.4639,121.4044,G405663,0.5256,Shanghai,gas
Huaneng Shanghai Gas power station,华能上海燃机电厂,400,operating,2006,NA,NA,31.4639,121.4044,G405664,0.5256,Shanghai,gas
Huaneng Suzhou Gas power station,华能苏州燃机热电厂,255,operating,2017,NA,NA,31.262456,120.564338,G405541,0.33507,Jiangsu,gas
Huaneng Suzhou Gas power station,华能苏州燃机热电厂,255,operating,2017,NA,NA,31.262456,120.564338,G405542,0.33507,Jiangsu,gas
Huaneng Taiyuan Dongshan Gas Thermal power station,华能太原东山燃机热电厂,430,operating,2015,NA,NA,37.888739,112.664857,G405673,0.56502,Shanxi,gas
Huaneng Taiyuan Dongshan Gas Thermal power station,华能太原东山燃机热电厂,430,operating,2015,NA,NA,37.888739,112.664857,G405674,0.56502,Shanxi,gas
Huaneng Tianjin Lingang Gas Thermal power station,华能天津临港燃机热电厂,463,operating,2014,NA,NA,38.923729,117.72779,G405695,0.608382,Tianjin,gas
Huaneng Yangpu Gas power station,华能洋浦燃气热电厂,460,construction,2022,NA,NA,19.832144,109.203812,G405415,0.60444,Hainan,gas
Huaneng Yangpu Gas power station,华能洋浦燃气热电厂,460,construction,2022,NA,NA,19.832144,109.203812,G405416,0.60444,Hainan,gas
Huaneng Zhongyuan Gas power station,华能中原燃气发电厂,390,operating,2007,NA,NA,32.957829,114.063822,G405449,0.51246,Henan,gas
Huaneng Zhongyuan Gas power station,华能中原燃气发电厂,390,operating,2008,NA,NA,32.957829,114.063822,G405450,0.51246,Henan,gas
Huanneng Tongxiang Gas Thermal power station,华能桐乡燃机热电厂,229,operating,2014,NA,NA,30.593104,120.35733,G405723,0.300906,Zhejiang,gas
Huanneng Tongxiang Gas Thermal power station,华能桐乡燃机热电厂,229,operating,2014,NA,NA,30.593104,120.35733,G405724,0.300906,Zhejiang,gas
Huizhou Daya Bay Petrochemical Zone Comprehensive Energy Station,广东粤电大亚湾综合能源有限公司,670,proposed,2023,NA,NA,22.739812,114.563676,G409858,0.88038,Guangdong,gas
Huizhou Daya Bay Petrochemical Zone Comprehensive Energy Station,广东粤电大亚湾综合能源有限公司,670,proposed,2023,NA,NA,22.739812,114.563676,G409857,0.88038,Guangdong,gas
Inner Mongolia Sulige Gas power station,内蒙古苏里格燃气发电厂,150,operating,2006,NA,NA,38.539665,108.813119,G405481,0.1971,Inner Mongolia,gas
Inner Mongolia Sulige Gas power station,内蒙古苏里格燃气发电厂,150,operating,2006,NA,NA,38.539665,108.813119,G405482,0.1971,Inner Mongolia,gas
Jiangmen Distributed Natural Gas power station,中国电力江门综能天然气分布式能源站项目,60,operating,2021,NA,NA,22.576336,113.162253,G409864,0.07884,Guangdong,gas
Jiangmen Distributed Natural Gas power station,中国电力江门综能天然气分布式能源站项目,60,operating,2021,NA,NA,22.576336,113.162253,G409863,0.07884,Guangdong,gas
Jiangmen Taishan New Industrial Zone Distributed Gas power station,江门台山工业新城分布式能源电站,81,proposed,2022,NA,NA,22.38038,112.824086,G405799,0.106434,Guangdong,gas
Jiangmen Taishan New Industrial Zone Distributed Gas power station,江门台山工业新城分布式能源电站,81,proposed,2022,NA,NA,22.38038,112.824086,G405800,0.106434,Guangdong,gas
Jiangsu Changzhou Suyuan power station,江苏常州苏源发电厂,51,operating,1996,NA,NA,31.842036,119.963182,G405599,0.067014,Jiangsu,gas
Jiangsu Huafeng Microfiber Distributed Energy Station,江苏华峰超纤分布式能源站,50,operating,2021,NA,NA,32.03667,121.729948,G405597,0.0657,Jiangsu,gas
Jiangsu Huafeng Microfiber Distributed Energy Station,江苏华峰超纤分布式能源站,50,operating,2021,NA,NA,32.03667,121.729948,G405598,0.0657,Jiangsu,gas
Jiangsu Rudong Combined Cycle Gas Turbine power station,江苏如东天然气联合循环发电厂,1560,operating,2011,NA,NA,32.450155,121.303627,G405772,2.04984,Jiangsu,gas
Jiangsu Rudong Combined Cycle Gas Turbine power station,江苏如东天然气联合循环发电厂,1560,operating,2011,NA,NA,32.450155,121.303627,G405773,2.04984,Jiangsu,gas
Jiangsu Zhenjiang Gas Thermal power station,江苏镇江燃气热电厂,475,operating,2021,NA,NA,32.12704,119.479817,G405595,0.62415,Jiangsu,gas
Jiangsu Zhenjiang Gas Thermal power station,江苏镇江燃气热电厂,475,operating,2021,NA,NA,32.12704,119.479817,G405596,0.62415,Jiangsu,gas
Jinjiang Gas power station,晋江燃气电厂,390,operating,2009,NA,NA,24.563737,118.643338,G405192,0.51246,Fujian,gas
Jinjiang Gas power station,晋江燃气电厂,390,operating,2009,NA,NA,24.563737,118.643338,G405193,0.51246,Fujian,gas
Jinjiang Gas power station,晋江燃气电厂,390,operating,2010,NA,NA,24.563737,118.643338,G405194,0.51246,Fujian,gas
Jinjiang Gas power station,晋江燃气电厂,390,operating,2010,NA,NA,24.563737,118.643338,G405195,0.51246,Fujian,gas
Jixuan Energy Huashan Gas Thermal power station,济宣能源华山热电厂,75,construction,2021,NA,NA,36.76676,117.092527,G405637,0.09855,Shandong,gas
Jixuan Energy Huashan Gas Thermal power station,济宣能源华山热电厂,75,construction,2021,NA,NA,36.76676,117.092527,G405638,0.09855,Shandong,gas
Laixi Guhe Thermal power station,山东莱西沽河热电厂,NA,proposed,2023,NA,NA,36.842994,120.406747,G409873,NA,Shandong,gas
Laixi Guhe Thermal power station,山东莱西沽河热电厂,NA,proposed,2023,NA,NA,36.842994,120.406747,G409872,NA,Shandong,gas
Luoyang Wanzhong Jili Gas Thermal power station,洛阳万众吉利热电厂,450,operating,2018,NA,NA,34.908259,112.624757,G405461,0.5913,Henan,gas
Luoyang Wanzhong Jili Gas Thermal power station,洛阳万众吉利热电厂,450,operating,2019,NA,NA,34.908259,112.624757,G405462,0.5913,Henan,gas
Nanjing Liuhe District Yangba power station,南京六合区扬巴电厂,52,operating,2005,NA,NA,32.246702,118.805386,G405555,0.068328,Jiangsu,gas
Nanjing Liuhe District Yangba power station,南京六合区扬巴电厂,52,operating,2005,NA,NA,32.246702,118.805386,G405830,0.068328,Jiangsu,gas
Nanjing Liuhe District Yangba power station,南京六合区扬巴电厂,52,operating,2005,NA,NA,32.246702,118.805386,G405831,0.068328,Jiangsu,gas
Neijiang Baima power station,华电内江白马燃气发电厂,475,proposed,2022,NA,NA,29.52596,105.00948,G405678,0.62415,Sichuan,gas
Neijiang Baima power station,华电内江白马燃气发电厂,475,proposed,2022,NA,NA,29.52596,105.00948,G405679,0.62415,Sichuan,gas
Ningbo Lvyuan Natural Gas power station,宁波绿源天然气发电厂,101,operating,2009,NA,NA,29.871568,121.413095,G405825,0.132714,Zhejiang,gas
Ningbo Thermal Power Company Chunxiao Gas Thermal power station,宁波热电股份公司春晓热电站,54.6,operating,2016,NA,NA,29.745607,121.875628,G405824,0.0717444,Zhejiang,gas
Ningxia East Gas Thermal power station,宁夏东部热电厂,200,operating,2014,NA,NA,38.511733,106.324551,G405613,0.2628,Ningxia,gas
Ningxia East Gas Thermal power station,宁夏东部热电厂,200,operating,2014,NA,NA,38.511733,106.324551,G405614,0.2628,Ningxia,gas
Ningxia East Gas Thermal power station,宁夏东部热电厂,200,operating,2014,NA,NA,38.511733,106.324551,G405615,0.2628,Ningxia,gas
Ningxia East Gas Thermal power station,宁夏东部热电厂,200,operating,2014,NA,NA,38.511733,106.324551,G405616,0.2628,Ningxia,gas
Puxing Clean Energy Anji power station,普星洁能安吉电厂,158,operating,2014,NA,NA,30.670138,119.685639,G405738,0.207612,Zhejiang,gas
Puxing Clean Energy Deneng power station,普星洁能德能电厂,56,operating,2005,NA,NA,30.555568,120.006221,G405739,0.073584,Zhejiang,gas
Puxing Clean Energy Deneng power station,普星洁能德能电厂,56,operating,2005,NA,NA,30.555568,120.006221,G405740,0.073584,Zhejiang,gas
Puxing Clean Energy Jingxing power station,普星洁能京兴电厂,75,operating,2006,NA,NA,30.992143,119.928182,G405737,0.09855,Zhejiang,gas
Puxing Clean Energy Lantian power station,普星洁能蓝天电厂,56,operating,2006,NA,NA,30.390084,120.126259,G405741,0.073584,Zhejiang,gas
Puxing Clean Energy Lantian power station,普星洁能蓝天电厂,56,operating,2006,NA,NA,30.390084,120.126259,G405742,0.073584,Zhejiang,gas
Puxing Clean Energy Quzhou Gas Thermal power station,普星洁能衢州天然气热电厂,115,operating,2014,NA,NA,28.923375,118.769502,G405743,0.15111,Zhejiang,gas
Puxing Clean Energy Quzhou Gas Thermal power station,普星洁能衢州天然气热电厂,115,operating,2014,NA,NA,28.923375,118.769502,G405744,0.15111,Zhejiang,gas
Rongcheng Gas Thermal power station,荣成市天然气热电厂,NA,construction,2022,NA,NA,37.101894,122.403614,G405646,NA,Shandong,gas
Rongcheng Gas Thermal power station,荣成市天然气热电厂,NA,construction,2022,NA,NA,37.101894,122.403614,G405647,NA,Shandong,gas
SPIC Hengqin Gas Thermal power station,国家电投珠海横琴热电厂,390,operating,2014,NA,NA,22.127294,113.465923,G405275,0.51246,Guangdong,gas
SPIC Hengqin Gas Thermal power station,国家电投珠海横琴热电厂,390,operating,2014,NA,NA,22.127294,113.465923,G405276,0.51246,Guangdong,gas
SPIC Jiangmen Gaoxin District Distributed Gas power station,中电江门高新区分布式能源站,130,operating,2020,NA,NA,22.537043,113.163246,G405779,0.17082,Guangdong,gas
SPIC Jiangmen Gaoxin District Distributed Gas power station,中电江门高新区分布式能源站,130,operating,2021,NA,NA,22.537043,113.163246,G405780,0.17082,Guangdong,gas
SPIC Jiedong Gas Thermal power station,国家电投揭东燃气热电站,100,construction,2022,NA,NA,23.615488,116.424782,G405273,0.1314,Guangdong,gas
SPIC Jiedong Gas Thermal power station,国家电投揭东燃气热电站,100,construction,2022,NA,NA,23.615488,116.424782,G405274,0.1314,Guangdong,gas
SPIC Kaiping Cuishan Lake Gas Thermal power station,国家电投开平翠山湖燃气热电站,100,construction,2022,NA,NA,22.443011,112.666805,G405271,0.1314,Guangdong,gas
SPIC Kaiping Cuishan Lake Gas Thermal power station,国家电投开平翠山湖燃气热电站,100,construction,2022,NA,NA,22.443011,112.666805,G405272,0.1314,Guangdong,gas
SPIC Lisha Island Gas power station,中电国际东莞立沙岛燃机发电厂,200,operating,2020,NA,NA,22.956527,113.575401,G405224,0.2628,Guangdong,gas
SPIC Lisha Island Gas power station,中电国际东莞立沙岛燃机发电厂,200,operating,2020,NA,NA,22.956527,113.575401,G405225,0.2628,Guangdong,gas
SPIC Sihui Gas Thermal power station,中电国际四会热电厂,400,operating,2018,NA,NA,23.315626,112.785549,G405226,0.5256,Guangdong,gas
SPIC Sihui Gas Thermal power station,中电国际四会热电厂,400,operating,2018,NA,NA,23.315626,112.785549,G405227,0.5256,Guangdong,gas
SPIC Wusongjiang Gas power station,国家电投吴淞江燃机发电厂,80,construction,2022,NA,NA,31.236779,120.664567,G405574,0.10512,Jiangsu,gas
SPIC Wusongjiang Gas power station,国家电投吴淞江燃机发电厂,80,construction,2022,NA,NA,31.236779,120.664567,G405575,0.10512,Jiangsu,gas
SPIC Zhengzhou Gas power station,国家电投郑州燃气电厂,390,operating,2007,NA,NA,34.796774,113.5272,G405457,0.51246,Henan,gas
SPIC Zhengzhou Gas power station,国家电投郑州燃气电厂,390,operating,2007,NA,NA,34.796774,113.5272,G405458,0.51246,Henan,gas
SPIC Zhoukou Gas power station,国家电投周口燃气电厂,450,operating,2018,NA,NA,33.427935,114.937678,G405455,0.5913,Henan,gas
SPIC Zhoukou Gas power station,国家电投周口燃气电厂,450,operating,2019,NA,NA,33.427935,114.937678,G405456,0.5913,Henan,gas
Shanghai Caojing Gas Thermal power station,上海漕泾燃机发电厂,330,operating,2005,NA,NA,30.762899,121.406645,G405648,0.43362,Shanghai,gas
Shanghai Caojing Gas Thermal power station,上海漕泾燃机发电厂,328,operating,2005,NA,NA,30.762899,121.406645,G405649,0.430992,Shanghai,gas
Shanghai Electric Power Luojing Gas power station,上海电力罗泾燃机电厂,200,operating,2015,NA,NA,31.467468,121.383146,G405650,0.2628,Shanghai,gas
Shanghai Electric Power Luojing Gas power station,上海电力罗泾燃机电厂,200,operating,2015,NA,NA,31.467468,121.383146,G405651,0.2628,Shanghai,gas
Shanghai Electric Power Minhang Gas power station,上海电力闵行燃机发电厂,468,construction,2021,NA,NA,30.990975,121.377502,G405652,0.614952,Shanghai,gas
Shanghai Electric Power Minhang Gas power station,上海电力闵行燃机发电厂,745,construction,2022,NA,NA,30.990975,121.377502,G405653,0.97893,Shanghai,gas
Shantou Gas Thermal power station,汕头经济特区天然气热电厂,460,proposed,2022,NA,NA,23.419652,116.726208,G405303,0.60444,Guangdong,gas
Shantou Gas Thermal power station,汕头经济特区天然气热电厂,460,proposed,2022,NA,NA,23.419652,116.726208,G405304,0.60444,Guangdong,gas
Shanxi International Electricity Group Taiyuan Jiajie Gas Thermal power station,山西国际电力太原嘉节燃气热电厂,298,operating,2014,NA,NA,37.756969,112.545759,G405675,0.391572,Shanxi,gas
Shanxi International Electricity Group Taiyuan Jiajie Gas Thermal power station,山西国际电力太原嘉节燃气热电厂,298,operating,2014,NA,NA,37.756969,112.545759,G405676,0.391572,Shanxi,gas
Shanxi International Electricity Group Taiyuan Jiajie Gas Thermal power station,山西国际电力太原嘉节燃气热电厂,264,operating,2015,NA,NA,37.756969,112.545759,G405677,0.346896,Shanxi,gas
Shenergy Chongming Gas power station,申能崇明燃气发电厂,424.2,operating,2018,NA,NA,31.588556,121.473926,G405671,0.5573988,Shanghai,gas
Shenergy Chongming Gas power station,申能崇明燃气发电厂,424.2,operating,2018,NA,NA,31.588556,121.473926,G405672,0.5573988,Shanghai,gas
Shenergy Shanghai Fengxian Gas Thermal power station,申能上海奉贤燃机热电厂,460,operating,2019,NA,NA,30.820439,121.436126,G405669,0.60444,Shanghai,gas
Shenergy Shanghai Fengxian Gas Thermal power station,申能上海奉贤燃机热电厂,460,operating,2019,NA,NA,30.820439,121.436126,G405670,0.60444,Shanghai,gas
Shenergy Shanghai Lingang Gas power station,申能上海临港燃机发电厂,400,operating,2011,NA,NA,30.850728,121.787516,G405665,0.5256,Shanghai,gas
Shenergy Shanghai Lingang Gas power station,申能上海临港燃机发电厂,400,operating,2011,NA,NA,30.850728,121.787516,G405666,0.5256,Shanghai,gas
Shenergy Shanghai Lingang Gas power station,申能上海临港燃机发电厂,400,operating,2011,NA,NA,30.850728,121.787516,G405667,0.5256,Shanghai,gas
Shenergy Shanghai Lingang Gas power station,申能上海临港燃机发电厂,400,operating,2012,NA,NA,30.850728,121.787516,G405668,0.5256,Shanghai,gas
Shenhua Guohua Beijing Gas Thermal power station,神华国华北京燃气热电厂,951,operating,2015,NA,NA,39.951257,116.619273,G405179,1.249614,Beijing,gas
Shennan Power Dongguan Gaobu Natural Gas power station,深南电东莞高埗天然气电厂,180,operating,2006,NA,NA,23.126695,113.755391,G405339,0.23652,Guangdong,gas
Shennan Power Dongguan Gaobu Natural Gas power station,深南电东莞高埗天然气电厂,180,operating,2006,NA,NA,23.126695,113.755391,G405340,0.23652,Guangdong,gas
Shennan Power Nanshan Thermal power station,深南电南山热电厂,180,operating,2003,NA,NA,22.513172,113.893053,G405343,0.23652,Guangdong,gas
Shennan Power Nanshan Thermal power station,深南电南山热电厂,180,operating,2003,NA,NA,22.513172,113.893053,G405344,0.23652,Guangdong,gas
Shennan Power Nanshan Thermal power station,深南电南山热电厂,180,operating,2003,NA,NA,22.513172,113.893053,G405345,0.23652,Guangdong,gas
Shenyang Thermal power station,沈阳热电厂,NA,operating,2016,NA,NA,41.815237,123.350344,G405608,NA,Liaoning,gas
Shenzhen Energy East power station,深圳能源东部电厂,390,operating,2006,NA,NA,22.575253,114.442407,G405320,0.51246,Guangdong,gas
Shenzhen Energy East power station,深圳能源东部电厂,390,operating,2007,NA,NA,22.575253,114.442407,G405321,0.51246,Guangdong,gas
Shenzhen Energy East power station,深圳能源东部电厂,390,operating,2007,NA,NA,22.575253,114.442407,G405322,0.51246,Guangdong,gas
Shenzhen Energy Fengda Gas Thermal power station,深能丰达天然气热电厂,180,operating,2005,NA,NA,22.982217,114.488468,G405331,0.23652,Guangdong,gas
Shenzhen Energy Fengda Gas Thermal power station,深能丰达天然气热电厂,180,operating,2005,NA,NA,22.982217,114.488468,G405332,0.23652,Guangdong,gas
Shenzhen Energy Fengda Gas Thermal power station,深能丰达天然气热电厂,460,construction,2023,NA,NA,22.982217,114.488468,G405333,0.60444,Guangdong,gas
Shenzhen Energy Fengda Gas Thermal power station,深能丰达天然气热电厂,460,construction,2023,NA,NA,22.982217,114.488468,G405334,0.60444,Guangdong,gas
Shenzhen Energy Guangming Gas power station,深能光明燃机电厂,400,construction,2024,NA,NA,22.745534,113.935938,G405310,0.5256,Guangdong,gas
Shenzhen Energy Guangming Gas power station,深能光明燃机电厂,400,construction,2024,NA,NA,22.745534,113.935938,G405311,0.5256,Guangdong,gas
Shenzhen Energy Hongwan Gas power station,深能洪燃机湾电厂,180,operating,2005,NA,NA,22.174941,113.472906,G405338,0.23652,Guangdong,gas
Shenzhen Energy Hongwan Gas power station,深能洪燃机湾电厂,180,operating,2005,NA,NA,22.174941,113.472906,G405337,0.23652,Guangdong,gas
Shenzhen Energy Zhangyang Gas power station,深能东莞樟洋燃机电厂,180,operating,2004,NA,NA,22.887915,114.09395,G405316,0.23652,Guangdong,gas
Shenzhen Energy Zhangyang Gas power station,深能东莞樟洋燃机电厂,180,operating,2004,NA,NA,22.887915,114.09395,G405317,0.23652,Guangdong,gas
Shenzhen Energy Zhangyang Gas power station,深能东莞樟洋燃机电厂,390,operating,2021,NA,NA,22.887915,114.09395,G405318,0.51246,Guangdong,gas
