Tracker ID,TrackerLOC,ParentID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Chinese Name,Other names,Sponsor,Parent,Capacity (MW),Status,Year,RETIRED,Planned Retire,Combustion technology,Coal type,Coal source,Location,"Local area (taluk, county)","Major area (prefecture, district)",Region,Latitude,Longitude,Accuracy,Permits,Captive,Captive industry use,Captive residential use,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Remaining plant lifetime (years),resource,final_end_year,final_start_year,age_at_2030,lifetime_remain,CO2_reduction,ttl_CO2_reduction,retrofit_year
G101396,L101562,Q200642,https://www.gem.wiki/Chengdu_Jintang_power_station,China,Sichuan,Chengdu Jintang power station Unit 1 （61）,Chengdu Jintang power station,国电成都金堂发电公司一期,NA,Guodian Sichuan Power Co 65%; Guangdong Xinchuan Co (广东新川有限公司) 35.00%.,"National Energy Investment Group (65%), New World Development (35%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Huaikou,Jintang,Chengdu,East Asia,30.7056052,104.5803369,exact,2007-2,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G101397,L101562,Q200642,https://www.gem.wiki/Chengdu_Jintang_power_station,China,Sichuan,Chengdu Jintang power station Unit 2 （62）,Chengdu Jintang power station,国电成都金堂发电公司一期,NA,Guodian Sichuan Power Co 65%; Guangdong Xinchuan Co (广东新川有限公司) 35.00%.,"National Energy Investment Group (65%), New World Development (35%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Huaikou,Jintang,Chengdu,East Asia,30.7056052,104.5803369,exact,2007-2,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G101918,L100823,P100239,https://www.gem.wiki/Dalate_power_station,China,Inner Mongolia,Dalate power station Unit 8,Dalate power station,华能北方联合电力达拉特发电厂四期,聚达发电公司,North United Power Co Ltd,China Huaneng,600,operating,2007,NA,NA,supercritical,bituminous,NA,Shulinzhao Town,Dalad,Ordos,East Asia,40.36695,109.99604,exact,2005-4,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G103148,L100358,Q200474,https://www.gem.wiki/Guangdong_Huilai_power_station,China,Guangdong,Guangdong Huilai 1,Guangdong Huilai power station,粤电靖海发电公司一期,NA,"Guangdong Electric Power Development Co 65%, 广东启创投资发展有限公司 25.00%, 广州发展电力集团有限公司 10.00%","Guangdong Yudean Group (65%), Guangdong Holdings (25%), Guangzhou Development Group (10%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Jinghai Bay,Huilai,Jieyang,East Asia,23.0047771,116.5472388,exact,2005-7-1,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G103149,L100358,Q200474,https://www.gem.wiki/Guangdong_Huilai_power_station,China,Guangdong,Guangdong Huilai 2,Guangdong Huilai power station,粤电靖海发电公司一期,NA,"Guangdong Electric Power Development Co 65%, 广东启创投资发展有限公司 25.00%, 广州发展电力集团有限公司 10.00%","Guangdong Yudean Group (65%), Guangdong Holdings (25%), Guangzhou Development Group (10%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Jinghai Bay,Huilai,Jieyang,East Asia,23.0047771,116.5472388,exact,2005-7-1,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G103156,L100360,Q200476,https://www.gem.wiki/Guangdong_Jinwan_power_station,China,Guangdong,Guangdong Jinwan power station Unit 1,Guangdong Jinwan power station,粤电广东珠海金湾发电公司,Zhuhai GZP power station Unit 3，粤电珠海发电厂二期,Zhuhai Economic Zone Guangzhu Electricity Generation Co（55%）CKCI Investments Limited (45%),"Guangdong Yudean Group (45%), Power Assets Holdings (45%), Zhuhai Electric Power Development Group (10%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Nanshui Town,Jinwan,Zhuhai,East Asia,21.9691742,113.1797281,exact,NA,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G103157,L100360,Q200476,https://www.gem.wiki/Guangdong_Jinwan_power_station,China,Guangdong,Guangdong Jinwan power station Unit 2,Guangdong Jinwan power station,粤电广东珠海金湾发电公司,Zhuhai GZP power station Unit 4，粤电珠海发电厂二期,Zhuhai Economic Zone Guangzhu Electricity Generation Co（55%）CKCI Investments Limited (45%),"Guangdong Yudean Group (45%), Power Assets Holdings (45%), Zhuhai Electric Power Development Group (10%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Nanshui Town,Jinwan,Zhuhai,East Asia,21.9691742,113.1797281,exact,NA,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G103311,L100288,Q200455,https://www.gem.wiki/Fuzhou_Jiangyin_power_station,China,Fujian,Guodian Jiangyin power station Unit 1,Guodian Jiangyin power station,国电福州发电公司一期,福州江阴发电厂,Guodian Fujian Power Co.; Fujian Funeng Co (福建福能股份有限公司),"National Energy Investment Group (51%), Fujian Energy Group (49%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Jiangyin,Fuqing,Fuzhou,East Asia,25.438464,119.3396226,exact,NA,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G103312,L100288,Q200455,https://www.gem.wiki/Fuzhou_Jiangyin_power_station,China,Fujian,Guodian Jiangyin power station Unit 2,Guodian Jiangyin power station,国电福州发电公司一期,福州江阴发电厂,Guodian Fujian Power Co.; Fujian Funeng Co (福建福能股份有限公司),"National Energy Investment Group (51%), Fujian Energy Group (49%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Jiangyin,Fuqing,Fuzhou,East Asia,25.438464,119.3396226,exact,NA,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G103437,L101152,Q200633,https://www.gem.wiki/Guodian_Zhuanghe_power_station,China,Liaoning,Guodian Zhuanghe power station Unit 1,Guodian Zhuanghe power station,国电电力庄河发电公司,NA,Guodian Power Development Co 51%; Beijing Energy Group (北京能源集团有限责任公司) 34.00%; Dalian Construction Investment Group (大连市建设投资集团有限公司) 15.00%.,"National Energy Investment Group (51%), Beijing Energy Group (34%), Dalian Construction Investment Group (15%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Heidao,Zhuanghe,Dalian,East Asia,39.6759023,123.2061971,exact,2005,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G103438,L101152,Q200633,https://www.gem.wiki/Guodian_Zhuanghe_power_station,China,Liaoning,Guodian Zhuanghe power station Unit 2,Guodian Zhuanghe power station,国电电力庄河发电公司,NA,Guodian Power Development Co 51%; Beijing Energy Group (北京能源集团有限责任公司) 34.00%; Dalian Construction Investment Group (大连市建设投资集团有限公司) 15.00%.,"National Energy Investment Group (51%), Beijing Energy Group (34%), Dalian Construction Investment Group (15%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Heidao,Zhuanghe,Dalian,East Asia,39.6759023,123.2061971,exact,2005,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G103710,L100657,P100638,https://www.gem.wiki/Hebi_Fenghe_power_station,China,Henan,Hebi Fenghe-3 power station Unit 1,Hebi Fenghe power station,河南投资集团鹤壁丰鹤发电公司一期,NA,Hebi Fenghe Power Generation Co Ltd,Henan Investment Group,600,operating,2007,NA,NA,supercritical,bituminous,NA,NA,Qibin,Hebi,East Asia,35.851366,114.1798126,exact,2006-1,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G103711,L100657,P100638,https://www.gem.wiki/Hebi_Fenghe_power_station,China,Henan,Hebi Fenghe-3 power station Unit 2,Hebi Fenghe power station,河南投资集团鹤壁丰鹤发电公司一期,NA,Hebi Fenghe Power Generation Co Ltd,Henan Investment Group,600,operating,2007,NA,NA,supercritical,bituminous,NA,NA,Qibin,Hebi,East Asia,35.851366,114.1798126,exact,2006-1,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G104013,L100770,Q200590,https://www.gem.wiki/Huadian_Changsha_power_station,China,Hunan,Huadian Changsha power station Unit 1,Huadian Changsha power station,华电长沙发电公司,NA,Hunan Huadian Changsha Power Generation Company,"China Huadian (70%), Shaanxi Coal and Chemical Industry Group (30%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Tongguan,Wangcheng,Changsha,East Asia,28.4886074,112.7989382,exact,NA,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G104014,L100770,Q200590,https://www.gem.wiki/Huadian_Changsha_power_station,China,Hunan,Huadian Changsha power station Unit 2,Huadian Changsha power station,华电长沙发电公司,NA,Hunan Huadian Changsha Power Generation Company,"China Huadian (70%), Shaanxi Coal and Chemical Industry Group (30%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Tongguan,Wangcheng,Changsha,East Asia,28.4886074,112.7989382,exact,NA,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G104033,L100445,P100238,https://www.gem.wiki/Huadian_Guigang_power_station,China,Guangxi,Huadian Guigang power station Unit 1,Huadian Guigang power station,华电贵港发电公司一期,NA,"China Huadian Power Plant Operation Co, Ltd.",China Huadian,600,operating,2007,NA,NA,supercritical,unknown,NA,Wule Town Fengziling Villege,Gangbei,Guigang,East Asia,23.1119444,109.7658333,exact,2006-7,NA,NA,NA,9250,96100,51.00%,2.5,65.4,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G104034,L100445,P100238,https://www.gem.wiki/Huadian_Guigang_power_station,China,Guangxi,Huadian Guigang power station Unit 2,Huadian Guigang power station,华电贵港发电公司一期,NA,"China Huadian Power Plant Operation Co, Ltd.",China Huadian,600,operating,2007,NA,NA,supercritical,unknown,NA,Wule Town Fengziling Villege,Gangbei,Guigang,East Asia,23.1119444,109.7658333,exact,2006-7,NA,NA,NA,9250,96100,51.00%,2.5,65.4,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G104379,L100622,Q200581,https://www.gem.wiki/Huaneng_Hegang_power_station,China,Heilongjiang,Huaneng Hegang power station Unit 3,Huaneng Hegang power station,华能鹤岗发电公司二期,Hegang power station,Huaneng Heilongjiang Power Genergation Co (Huaneng Power International owns 100%) 64%; Heilongjiang Chenneng Investment Group (黑龙江辰能投资集团有限责任公司) 18%; Shenhua Guohua Energy Co (国华能源有限公司)18.00%.,"China Huaneng (64%), Heilongjiang SASAC (18%), National Energy Investment Group (18%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Xinhua,Dongshan,Hegang,East Asia,47.0963053,130.2989674,exact,2004】1869号,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G104483,L100677,Q200125,https://www.gem.wiki/Huaneng_Qinbei_power_station,China,Henan,Huaneng Qinbei power station Unit 3,Huaneng Qinbei power station,华能国际沁北发电公司二期,NA,Huaneng Power International Henan Branch,"China Huaneng (51%), Henan Investment Group (45%), Jiyuan City Investment (4%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Wulongkou,NA,Jiyuan,East Asia,35.1676,112.71654,exact,2007-6,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G104484,L100677,Q200125,https://www.gem.wiki/Huaneng_Qinbei_power_station,China,Henan,Huaneng Qinbei power station Unit 4,Huaneng Qinbei power station,华能国际沁北发电公司二期,NA,Huaneng Power International Henan Branch,"China Huaneng (51%), Henan Investment Group (45%), Jiyuan City Investment (4%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Wulongkou,NA,Jiyuan,East Asia,35.1676,112.71654,exact,2007-6,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G109322,L100636,Q200585,https://www.gem.wiki/Shuangyashan_power_station,China,Heilongjiang,Shuangyashan-2 power station Unit 1,Shuangyashan power station,国电双鸭山发电公司,NA,Guodian Northeast Power Co 74.4%; Heilongjian Chenneng Investment Group (黑龙江辰能投资集团有限责任公司) 25.60%.,"National Energy Investment Group (74%), Chenneng Investment Holding (26%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Qixing,Baoshan,Shuangyashan,East Asia,46.5629479,131.6684353,exact,【2004】1984号,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G111312,L101047,Q200617,https://www.gem.wiki/Yangzhou-2_power_station,China,Jiangsu,Yangzhou-2 power station Unit 4,Yangzhou-2 power station,江苏国信扬州发电公司二期,扬州第二发电厂,Jiangsu Guoxin Co. Ltd. 90%; Yangzhou Yangzi River Investment Development Group (扬州市扬子江投资发展集团有限责任公司) 5%; Taizhou Taineng Investment Management Co (泰州市泰能投资管理有限责任公司)5%.,"Jiangsu Guoxin Investment Group (90%), Yangzhou Yangzi River Investment Development Group (5%), Taizhou Taineng Investment Management (5%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Yangzhou city,Hanjiang,Yangzhou,East Asia,32.2677778,119.4194444,exact,2005-03-30,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G111331,L100717,P102057,https://www.gem.wiki/Yaomeng_power_station,China,Henan,Yaomeng-2 power station Unit 1,Yaomeng power station,中电国际姚孟发电厂,NA,China Power International Development Ltd 100%,State Power Investment Corporation,600,operating,2007,NA,NA,supercritical,bituminous,NA,Jiaodian,Zhanhe,Pingdingshan,East Asia,33.7379928,113.2418822,exact,2005-12-30,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G111332,L100717,P102057,https://www.gem.wiki/Yaomeng_power_station,China,Henan,Yaomeng-2 power station Unit 2,Yaomeng power station,中电国际姚孟发电厂,NA,China Power International Development Ltd 100%,State Power Investment Corporation,600,operating,2007,NA,NA,supercritical,bituminous,NA,Jiaodian,Zhanhe,Pingdingshan,East Asia,33.7379928,113.2418822,exact,2005-12-30,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007,23,25,2.3000000000000003,57.50000000000001,2040
G100568,L100798,P100238,https://www.gem.wiki/Baotou_Hexi_power_station,China,Inner Mongolia,Baotou Hexi power station Unit 2,Baotou Hexi power station,华电内蒙古能源包头发电分公司一期,华电包头河西电厂,Huadian Inner Mongolia Energy Co 100%,China Huadian,600,operating,2006,NA,NA,subcritical,bituminous,NA,Machi,Jiuyuan,Baotou,East Asia,40.5701785,109.7897806,exact,NA,NA,NA,NA,9572,94600,51.00%,2.6,64,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G100567,L100798,P100238,https://www.gem.wiki/Baotou_Hexi_power_station,China,Inner Mongolia,Bautou Hexi power station Unit 1,Baotou Hexi power station,华电内蒙古能源包头发电分公司一期,华电包头河西电厂,Huadian Inner Mongolia Energy Co 100%,China Huadian,600,operating,2006,NA,NA,subcritical,bituminous,NA,Machi,Jiuyuan,Baotou,East Asia,40.5701785,109.7897806,exact,NA,NA,NA,NA,9572,94600,51.00%,2.6,64,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G101787,L100974,Q200597,https://www.gem.wiki/Guodian_Changzhou_power_station,China,Jiangsu,CR Changzhou power station Unit 1,CR Changzhou power station,国电常州发电公司一期,NA,Guodian Jiangsu Power Co 51%; China Resources Power Holding Construction Service Co (华润电力工程服务有限公司) 25.00%; Jiangsu Guoxin Investment Group (江苏省国信资产管理集团有限公司) 20.00%; Changzhou Investment Group (常州投资集团有限公司) 4.00%.,"National Energy Investment Group (51%), China Resources (25%), Jiangsu Guoxin Investment Group (20%), Changzhou Investment Group (4%)",630,operating,2006,NA,NA,supercritical,unknown,NA,Chunjiang,Xinbei,Changzhou,East Asia,31.9583333,119.9925,exact,【2005】347号,NA,NA,NA,9250,96100,51.00%,2.6,66,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G101788,L100974,Q200597,https://www.gem.wiki/Guodian_Changzhou_power_station,China,Jiangsu,CR Changzhou power station Unit 2,CR Changzhou power station,国电常州发电公司一期,NA,Guodian Jiangsu Power Co 51%; China Resources Power Holding Construction Service Co (华润电力工程服务有限公司) 25.00%; Jiangsu Guoxin Investment Group (江苏省国信资产管理集团有限公司) 20.00%; Changzhou Investment Group (常州投资集团有限公司) 4.00%.,"National Energy Investment Group (51%), China Resources (25%), Jiangsu Guoxin Investment Group (20%), Changzhou Investment Group (4%)",630,operating,2006,NA,NA,supercritical,unknown,NA,Chunjiang,Xinbei,Changzhou,East Asia,31.9583333,119.9925,exact,【2005】347号,NA,NA,NA,9250,96100,51.00%,2.6,66,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G102155,L100647,Q200549,https://www.gem.wiki/Datang_Sanmenxia_power_station,China,Henan,Datang Sanmenxia power station Unit 3,Datang Sanmenxia power station,大唐三门峡发电公司二期,NA,Datang Henan Power Generation Co 60%; Sanmenxia Construction Investment Certer (三门峡市建设投资中心) 40%.,"China Datang (60%), Sanmenxia Investment (40%)",630,operating,2006,NA,NA,supercritical,bituminous,NA,Daying,Shan,Sanmenxia,East Asia,34.6855176,111.0274363,exact,NA,NA,NA,NA,9250,94600,51.00%,2.6,65,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G102156,L100647,Q200549,https://www.gem.wiki/Datang_Sanmenxia_power_station,China,Henan,Datang Sanmenxia power station Unit 4,Datang Sanmenxia power station,大唐三门峡发电公司二期,NA,Datang Henan Power Generation Co 60%; Sanmenxia Construction Investment Certer (三门峡市建设投资中心) 40%.,"China Datang (60%), Sanmenxia Investment (40%)",630,operating,2006,NA,NA,supercritical,bituminous,NA,Daying,Shan,Sanmenxia,East Asia,34.6855176,111.0274363,exact,NA,NA,NA,NA,9250,94600,51.00%,2.6,65,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G102188,L100830,Q200774,https://www.gem.wiki/Datang_Tuoketuo_power_station,China,Inner Mongolia,Datang Tuoketuo-4 power station Unit 1,Datang Tuoketuo power station,大唐托克托发电公司四期,NA,Datang International Power Generation Co 60%; Beijing Jingneng Power Co (北京京能电力股份有限公司) 25.00%; Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd (内蒙古蒙电华能热电股份有限公司) 15.00%.,"China Datang (60%), Beijing Energy Group (25%), China Huaneng (15%)",600,operating,2006,NA,NA,subcritical,bituminous,NA,Tuoketuo County - Hohhot City,Togtoh (Tuoketuo),Hohhot,East Asia,40.1952329,111.358881,exact,NA,NA,NA,NA,9572,94600,51.00%,2.6,64,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G102189,L100830,Q200774,https://www.gem.wiki/Datang_Tuoketuo_power_station,China,Inner Mongolia,Datang Tuoketuo-4 power station Unit 2,Datang Tuoketuo power station,大唐托克托发电公司四期,NA,Datang International Power Generation Co 60%; Beijing Jingneng Power Co (北京京能电力股份有限公司) 25.00%; Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd (内蒙古蒙电华能热电股份有限公司) 15.00%.,"China Datang (60%), Beijing Energy Group (25%), China Huaneng (15%)",600,operating,2006,NA,NA,subcritical,bituminous,NA,Tuoketuo County - Hohhot City,Togtoh (Tuoketuo),Hohhot,East Asia,40.1952329,111.358881,exact,NA,NA,NA,NA,9572,94600,51.00%,2.6,64,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G102865,L100211,P100247,https://www.gem.wiki/Fuyang_power_station,China,Anhui,Fuyang power station Unit 1,Fuyang power station,华润电力阜阳公司一期,"Fuyang Huarun power station,",China Resources Power Holdings,China Resources,640,operating,2006,NA,NA,supercritical,bituminous,NA,Zhoupeng,Yingquan,Fuyang,East Asia,33.00444,115.845278,exact,NA,NA,NA,NA,9250,94600,51.00%,2.6,66,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G102866,L100211,P100247,https://www.gem.wiki/Fuyang_power_station,China,Anhui,Fuyang power station Unit 2,Fuyang power station,华润电力阜阳公司一期,"Fuyang Huaren power station,",China Resources Power Holdings,China Resources,640,operating,2006,NA,NA,supercritical,bituminous,NA,Zhoupeng,Yingquan,Fuyang,East Asia,33.00444,115.845278,exact,NA,NA,NA,NA,9250,94600,51.00%,2.6,66,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G103146,L101567,Q200645,https://www.gem.wiki/Guang'an_power_station,China,Sichuan,Guang'an power station Unit 5,Guang'an power station,华电国际四川广安发电公司,NA,Huadian Power International Corp 80%; Shenhua Sichuan Energy Co. (神华四川能源有限公司) 20%,"China Huadian (80%), National Energy Investment Group (20%)",600,operating,2006,NA,NA,supercritical,anth,NA,Daishi,Qianfeng,Guang'an,East Asia,30.5288201,106.8264802,exact,NA,NA,NA,NA,9250,98300,51.00%,2.6,64.3,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G103452,L100983,Q200599,https://www.gem.wiki/Guohua_Taicang_power_station,China,Jiangsu,Guohua Taicang power station Unit 2,Guohua Taicang power station,神华国华太仓发电公司,NA,"China Shenhua Energy Co (50%), GCL Poly Energy Holdings (50%)","GCL Poly Energy Holdings, National Energy Investment Group",630,operating,2006,NA,NA,supercritical,bituminous,NA,Jinlang,Taicang,Suzhou,East Asia,31.5877264,121.2562908,exact,NA,NA,NA,NA,9250,94600,51.00%,2.6,65,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G103455,L100372,Q200470,https://www.gem.wiki/Guohua_Taishan_power_station,China,Guangdong,Guohua Taishan 3,Guohua Taishan power station,神华国华粤电台山电厂一期,NA,China Shenhua Energy Co Guohua Electric Power Branch 80%; Guangdong Yudean Group 20%.,"National Energy Investment Group (80%), Guangdong Yudean Group (20%)",600,operating,2006,NA,NA,subcritical,bituminous,NA,Tongluowan - Taishan City,Taishan,Jiangmen,East Asia,21.8667,112.9228,exact,NA,NA,NA,NA,9572,94600,51.00%,2.6,64,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G103456,L100372,Q200470,https://www.gem.wiki/Guohua_Taishan_power_station,China,Guangdong,Guohua Taishan 4,Guohua Taishan power station,神华国华粤电台山电厂一期,NA,China Shenhua Energy Co Guohua Electric Power Branch 80%; Guangdong Yudean Group 20%.,"National Energy Investment Group (80%), Guangdong Yudean Group (20%)",600,operating,2006,NA,NA,subcritical,bituminous,NA,Tongluowan - Taishan City,Taishan,Jiangmen,East Asia,21.8667,112.9228,exact,NA,NA,NA,NA,9572,94600,51.00%,2.6,64,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G103457,L100372,Q200470,https://www.gem.wiki/Guohua_Taishan_power_station,China,Guangdong,Guohua Taishan 5,Guohua Taishan power station,神华国华粤电台山电厂一期,NA,China Shenhua Energy Co Guohua Electric Power Branch 80%; Guangdong Yudean Group 20%.,"National Energy Investment Group (80%), Guangdong Yudean Group (20%)",600,operating,2006,NA,NA,subcritical,bituminous,NA,Tongluowan - Taishan City,Taishan,Jiangmen,East Asia,21.8667,112.9228,exact,NA,NA,NA,NA,9572,94600,51.00%,2.6,64,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G111065,L100760,Q200575,https://www.gem.wiki/Huadian_Xiangyang_power_station,China,Hubei,Huadian Xiangyang power station-2 Unit 1,Huadian Xiangyang power station,华电襄阳发电厂二期,Xiangfan-2 power station Unit 1,Huadian Hubei Power Generation Co 60.10%; Shaanxi Coal and Chemical Industry Group 30.00%; Hubei Hanyuan Power Development Co (湖北汉源电力开发有限公司) 9.90%.,"China Huadian (60%), Shaanxi Coal and Chemical Industry Group (30%), Xiangyang Energy Group (10%)",640,operating,2006,NA,NA,supercritical,bituminous,NA,Xiaohe Town,Yicheng,Xiangyang,East Asia,31.9118256,112.16692,exact,NA,NA,NA,NA,9250,94600,51.00%,2.6,66,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G111066,L100760,Q200575,https://www.gem.wiki/Huadian_Xiangyang_power_station,China,Hubei,Huadian Xiangyang power station-2 Unit 2,Huadian Xiangyang power station,华电襄阳发电厂二期,Xiangfan-2 power station Unit 2,Huadian Hubei Power Generation Co 60.10%; Shaanxi Coal and Chemical Industry Group 30.00%; Hubei Hanyuan Power Development Co (湖北汉源电力开发有限公司) 9.90%.,"China Huadian (60%), Shaanxi Coal and Chemical Industry Group (30%), Xiangyang Energy Group (10%)",640,operating,2006,NA,NA,supercritical,bituminous,NA,Xiaohe Town,Yicheng,Xiangyang,East Asia,31.9118256,112.16692,exact,NA,NA,NA,NA,9250,94600,51.00%,2.6,66,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G104533,L100997,Q200604,https://www.gem.wiki/Huaneng_Taicang_power_station,China,Jiangsu,Huaneng Taicang power station Unit 3,Huaneng Taicang power station,华能太仓发电公司,华能苏州工业园发电公司,Huaneng Power International 75%; Suzhou Industrial Park Co (苏州工业园区股份有限公司)10.00%; 中新苏州工业园区市政公用发展集团有限公司 6.00%; Jiangsu Guoxin Investment Group 5.00%; 太仓市能源开发有限公司 4.00%.,"China Huaneng (75%), Suzhou Trust Company (10%), Other (10%), Jiangsu Guoxin Investment Group (5%)",630,operating,2006,NA,NA,supercritical,bituminous,NA,Huangjing,Taicang,Suzhou,East Asia,31.656908,121.17932,exact,NA,NA,NA,NA,9250,94600,51.00%,2.6,65,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G104534,L100997,Q200604,https://www.gem.wiki/Huaneng_Taicang_power_station,China,Jiangsu,Huaneng Taicang power station Unit 4,Huaneng Taicang power station,华能太仓发电公司,华能苏州工业园发电公司,Huaneng Power International 75%; Suzhou Industrial Park Co (苏州工业园区股份有限公司)10.00%; 中新苏州工业园区市政公用发展集团有限公司 6.00%; Jiangsu Guoxin Investment Group 5.00%; 太仓市能源开发有限公司 4.00%.,"China Huaneng (75%), Suzhou Trust Company (10%), Other (10%), Jiangsu Guoxin Investment Group (5%)",630,operating,2006,NA,NA,supercritical,bituminous,NA,Huangjing,Taicang,Suzhou,East Asia,31.656908,121.17932,exact,NA,NA,NA,NA,9250,94600,51.00%,2.6,65,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
G104584,L100742,P100239,https://www.gem.wiki/Huaneng_Yangluo_power_station,China,Hubei,Huaneng Yangluo power station Unit 5,Huaneng Yangluo power station,华能阳逻发电厂三期,NA,Huaneng Power International Hubei Branch,China Huaneng,600,operating,2006,NA,NA,supercritical,anth,NA,Yangluo,Xinzhou,Wuhan,East Asia,30.6938889,114.5430556,exact,NA,NA,NA,NA,9250,98300,51.00%,2.6,64.3,25,coal,2046,2006,24,24,2.3920000000000003,57.40800000000001,2040
