Tracker ID,TrackerLOC,ParentID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Chinese Name,Other names,Sponsor,Parent,Capacity (MW),Status,Year,RETIRED,Planned Retire,Combustion technology,Coal type,Coal source,Location,"Local area (taluk, county)","Major area (prefecture, district)",Region,Latitude,Longitude,Accuracy,Permits,Captive,Captive industry use,Captive residential use,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Remaining plant lifetime (years),resource,final_end_year,final_start_year
G102844,L101147,P102057,https://gem.wiki/Fushun_CHP_power_station,China,Liaoning,Fushun-2 CHP power station Unit 5,Fushun CHP power station,国家电投抚顺发电厂,NA,"SPIC Northeast Electric Power Co, Ltd. 100%",State Power Investment Corporation,50,retired,1965,2008,NA,subcritical,bituminous,NA,NA,NA,Fushun,East Asia,41.853874,123.881956,exact,NA,NA,NA,NA,12618,94600,51.00%,0.3,0,0,coal,2008,1965
G102845,L101147,P102057,https://gem.wiki/Fushun_CHP_power_station,China,Liaoning,Fushun-2 CHP power station Unit 6,Fushun CHP power station,国家电投抚顺发电厂,NA,"SPIC Northeast Electric Power Co, Ltd. 100%",State Power Investment Corporation,50,retired,1965,2008,NA,subcritical,bituminous,NA,NA,NA,Fushun,East Asia,41.853874,123.881956,exact,NA,NA,NA,NA,12618,94600,51.00%,0.3,0,0,coal,2008,1965
G102846,L101147,P102057,https://gem.wiki/Fushun_CHP_power_station,China,Liaoning,Fushun-2 CHP power station Unit 7,Fushun CHP power station,国家电投抚顺发电厂,NA,"SPIC Northeast Electric Power Co, Ltd. 100%",State Power Investment Corporation,50,retired,1965,2008,NA,subcritical,bituminous,NA,NA,NA,Fushun,East Asia,41.853874,123.881956,exact,NA,NA,NA,NA,12618,94600,51.00%,0.3,0,0,coal,2008,1965
G102847,L101147,P102057,https://gem.wiki/Fushun_CHP_power_station,China,Liaoning,Fushun-2 CHP power station Unit 8,Fushun CHP power station,国家电投抚顺发电厂,NA,"SPIC Northeast Electric Power Co, Ltd. 100%",State Power Investment Corporation,100,retired,1965,2008,NA,subcritical,bituminous,NA,NA,NA,Fushun,East Asia,41.853874,123.881956,exact,NA,NA,NA,NA,12618,94600,51.00%,0.6,0,0,coal,2008,1965
G102848,L101147,P102057,https://gem.wiki/Fushun_CHP_power_station,China,Liaoning,Fushun-2 CHP power station Unit 9,Fushun CHP power station,国家电投抚顺发电厂,NA,"SPIC Northeast Electric Power Co, Ltd. 100%",State Power Investment Corporation,123.75,retired,1995,2015,NA,subcritical,bituminous,NA,NA,NA,Fushun,East Asia,41.853874,123.881956,exact,NA,NA,NA,NA,12183,94600,51.00%,0.7,0,0,coal,2015,1995
G102850,L101565,Q200644,https://www.gem.wiki/Fuxi_power_station,China,Sichuan,Fuxi power station Unit 1,Fuxi power station,中电国际福溪电力开发公司,NA,China Power International Development Ltd 51%; Sichuan Investment Group (四川省投资集团有限责任公司) 49.00%.,"State Power Investment Corporation (51%), Sichuan Investment Group (49%)",600,operating,2011,NA,NA,supercritical,bituminous,NA,Yuejiang,Gaoxian,Yibin,East Asia,28.6663217,104.6897507,exact,2009-10-21,NA,NA,NA,9250,94600,51.00%,2.5,74.2,30,coal,2051,2011
G102851,L101565,Q200644,https://www.gem.wiki/Fuxi_power_station,China,Sichuan,Fuxi power station Unit 2,Fuxi power station,中电国际福溪电力开发公司,NA,China Power International Development Ltd 51%; Sichuan Investment Group (四川省投资集团有限责任公司) 49.00%.,"State Power Investment Corporation (51%), Sichuan Investment Group (49%)",600,operating,2012,NA,NA,supercritical,bituminous,NA,Yuejiang,Gaoxian,Yibin,East Asia,28.6663217,104.6897507,exact,2009-10-21,NA,NA,NA,8409,94600,51.00%,2.2,69.7,31,coal,2052,2012
G102853,L101149,Q200632,https://www.gem.wiki/Fuxin_Shenyang_Jinshan_power_station,China,Liaoning,Fuxin Jinshan Power Station Unit 1,Fuxin Jinshan Power Station,华电金山阜新煤矸石发电厂,阜新金山煤矸石热电有限公司煤矸石热电厂,"Shenyang Jinshan Energy Co, Ltd (沈阳金山能源股份有限公司, a listed company, 20.92% owned by Huadian Energy, a listed subsidiary of China Huadian; Liaoning Energy Investment has 20.1% of its shares; 17.58% owend by Huadian Jinshan Energy Co)  51%; Fuxin Mining Group (阜新矿业集团）49.00%.","China Huadian (51%), Fuxin Mining Industry Group (49%)",150,operating,2007,NA,NA,subcritical,wstcoal,NA,204 Provincial Rd,Qinghemen,Fuxin,East Asia,41.784242,121.430199,exact,NA,NA,NA,NA,11313,94600,51.00%,0.8,19.7,26,coal,2047,2007
G102854,L101149,Q200632,https://www.gem.wiki/Fuxin_Shenyang_Jinshan_power_station,China,Liaoning,Fuxin Jinshan Power Station Unit 2,Fuxin Jinshan Power Station,华电金山阜新煤矸石发电厂,阜新金山煤矸石热电有限公司煤矸石热电厂,"Shenyang Jinshan Energy Co, Ltd (沈阳金山能源股份有限公司, a listed company, 20.92% owned by Huadian Energy, a listed subsidiary of China Huadian; Liaoning Energy Investment has 20.1% of its shares; 17.58% owend by Huadian Jinshan Energy Co)  51%; Fuxin Mining Group (阜新矿业集团）49.00%.","China Huadian (51%), Fuxin Mining Industry Group (49%)",150,operating,2007,NA,NA,subcritical,wstcoal,NA,204 Provincial Rd,Qinghemen,Fuxin,East Asia,41.784242,121.430199,exact,NA,NA,NA,NA,11313,94600,51.00%,0.8,19.7,26,coal,2047,2007
G102855,L101149,Q200632,https://www.gem.wiki/Fuxin_Shenyang_Jinshan_power_station,China,Liaoning,Fuxin Jinshan Power Station Unit 3,Fuxin Jinshan Power Station,华电金山阜新煤矸石发电厂,阜新金山煤矸石热电有限公司煤矸石热电厂,"Shenyang Jinshan Energy Co, Ltd (沈阳金山能源股份有限公司, a listed company, 20.92% owned by Huadian Energy, a listed subsidiary of China Huadian; Liaoning Energy Investment has 20.1% of its shares; 17.58% owend by Huadian Jinshan Energy Co)  51%; Fuxin Mining Group (阜新矿业集团）49.00%.","China Huadian (51%), Fuxin Mining Industry Group (49%)",150,operating,2007,NA,NA,subcritical,wstcoal,NA,204 Provincial Rd,Qinghemen,Fuxin,East Asia,41.784242,121.430199,exact,2005,NA,NA,NA,11313,94600,51.00%,0.8,19.7,26,coal,2047,2007
G102856,L101149,Q200632,https://www.gem.wiki/Fuxin_Shenyang_Jinshan_power_station,China,Liaoning,Fuxin Jinshan Power Station Unit 4,Fuxin Jinshan Power Station,华电金山阜新煤矸石发电厂,阜新金山煤矸石热电有限公司煤矸石热电厂,"Shenyang Jinshan Energy Co, Ltd (沈阳金山能源股份有限公司, a listed company, 20.92% owned by Huadian Energy, a listed subsidiary of China Huadian; Liaoning Energy Investment has 20.1% of its shares; 17.58% owend by Huadian Jinshan Energy Co)  51%; Fuxin Mining Group (阜新矿业集团）49.00%.","China Huadian (51%), Fuxin Mining Industry Group (49%)",150,operating,2007,NA,NA,subcritical,wstcoal,NA,204 Provincial Rd,Qinghemen,Fuxin,East Asia,41.784242,121.430199,exact,2005,NA,NA,NA,11313,94600,51.00%,0.8,19.7,26,coal,2047,2007
G102857,L101150,P102057,https://www.gem.wiki/Fuxin_power_station,China,Liaoning,Fuxin-2 power station Unit 2,Fuxin power station,国家电投阜新发电公司,NA,"SPIC Northeast Electric Power Co, Ltd. 100%",State Power Investment Corporation,100,retired,1981,2007,NA,subcritical,bituminous,NA,10 Huodian Street,Taiping,Fuxin,East Asia,41.99781,121.663522,exact,NA,NA,NA,NA,12183,94600,51.00%,0.5,0,0,coal,2007,1981
G102858,L101150,P102057,https://www.gem.wiki/Fuxin_power_station,China,Liaoning,Fuxin-2 power station Unit 3,Fuxin power station,国家电投阜新发电公司,NA,"SPIC Northeast Electric Power Co, Ltd. 100%",State Power Investment Corporation,125,retired,1981,2007,NA,subcritical,bituminous,NA,10 Huodian Street,Taiping,Fuxin,East Asia,41.99781,121.663522,exact,NA,NA,NA,NA,12183,94600,51.00%,0.7,0,0,coal,2007,1981
G102859,L101150,P102057,https://www.gem.wiki/Fuxin_power_station,China,Liaoning,Fuxin-2 power station Unit 4,Fuxin power station,国家电投阜新发电公司,NA,"SPIC Northeast Electric Power Co, Ltd. 100%",State Power Investment Corporation,200,operating,1996,NA,NA,subcritical,bituminous,NA,10 Huodian Street,Taiping,Fuxin,East Asia,41.99781,121.663522,exact,NA,NA,NA,NA,12183,94600,51.00%,1.1,16.3,15,coal,2036,1996
G102860,L101150,P102057,https://www.gem.wiki/Fuxin_power_station,China,Liaoning,Fuxin-2 power station Unit 5,Fuxin power station,国家电投阜新发电公司,NA,"SPIC Northeast Electric Power Co, Ltd. 100%",State Power Investment Corporation,200,operating,2001,NA,NA,subcritical,bituminous,NA,10 Huodian Street,Taiping,Fuxin,East Asia,41.99781,121.663522,exact,NA,NA,NA,NA,12183,94600,51.00%,1.1,21.7,20,coal,2041,2001
G102861,L101150,P102057,https://www.gem.wiki/Fuxin_power_station,China,Liaoning,Fuxin-3 power station Unit 1,Fuxin power station,国家电投阜新发电公司,NA,"SPIC Northeast Electric Power Co, Ltd. 100%",State Power Investment Corporation,350,operating,2006,NA,NA,subcritical,bituminous,NA,10 Huodian Street,Taiping,Fuxin,East Asia,41.99781,121.663522,exact,2005,NA,NA,NA,10442,94600,51.00%,1.6,40.7,25,coal,2046,2006
G102862,L101150,P102057,https://www.gem.wiki/Fuxin_power_station,China,Liaoning,Fuxin-3 power station Unit 2,Fuxin power station,国家电投阜新发电公司,NA,"SPIC Northeast Electric Power Co, Ltd. 100%",State Power Investment Corporation,350,operating,2007,NA,NA,subcritical,bituminous,NA,10 Huodian Street,Taiping,Fuxin,East Asia,41.99781,121.663522,exact,2005,NA,NA,NA,10442,94600,51.00%,1.6,42.4,26,coal,2047,2007
G114757,L104746,P102607,http://news.bjx.com.cn/html/20180123/876221.shtml,China,Anhui,Fuyang Haoyuan cogen power station unit 1,Fuyang Haoyuan cogen power station,昊源集团阜阳煤基新材料产业园热电联产,NA,Anhui Haoyuan Chemical Industrial Group 安徽昊源化工集团,Anhui Haoyuan Chemical Industrial Group,40,operating,2019,NA,NA,unknown,unknown,NA,Kouzi Town,Yingdong,Fuyang,East Asia,32.818397,116.096642,exact,2018-1-19,chemicals,CHP,NA,10326,96100,51.00%,0.2,7.1,38,coal,2059,2019
G114758,L104746,P102607,http://news.bjx.com.cn/html/20180123/876221.shtml,China,Anhui,Fuyang Haoyuan cogen power station unit 2,Fuyang Haoyuan cogen power station,昊源集团阜阳煤基新材料产业园热电联产,NA,Anhui Haoyuan Chemical Industrial Group 安徽昊源化工集团,Anhui Haoyuan Chemical Industrial Group,40,operating,2019,NA,NA,unknown,unknown,NA,Kouzi Town,Yingdong,Fuyang,East Asia,32.818397,116.096642,exact,2018-1-19,chemicals,CHP,NA,10326,96100,51.00%,0.2,7.1,38,coal,2059,2019
G102865,L100211,P100247,https://www.gem.wiki/Fuyang_power_station,China,Anhui,Fuyang power station Unit 1,Fuyang power station,华润电力阜阳公司一期,"Fuyang Huarun power station,",China Resources Power Holdings,China Resources,640,operating,2006,NA,NA,supercritical,bituminous,NA,Zhoupeng,Yingquan,Fuyang,East Asia,33.00444,115.845278,exact,NA,NA,NA,NA,9250,94600,51.00%,2.6,66,25,coal,2046,2006
G102866,L100211,P100247,https://www.gem.wiki/Fuyang_power_station,China,Anhui,Fuyang power station Unit 2,Fuyang power station,华润电力阜阳公司一期,"Fuyang Huaren power station,",China Resources Power Holdings,China Resources,640,operating,2006,NA,NA,supercritical,bituminous,NA,Zhoupeng,Yingquan,Fuyang,East Asia,33.00444,115.845278,exact,NA,NA,NA,NA,9250,94600,51.00%,2.6,66,25,coal,2046,2006
G102867,L100287,P100238,https://www.gem.wiki/Fuzhou_Kemen_power_station,China,Fujian,Fuzhou Kemen power station Unit 1,Fuzhou Kemen power station,华电可门电厂一期,NA,Huadian Fuxin Energy Corp Ltd,China Huadian,600,operating,2006,NA,NA,supercritical,bituminous,NA,"Yanqi Village, Kengyuan Town",Lianjiang,Fuzhou,East Asia,26.3734254,119.7622418,exact,发改能源【2005】791号,NA,NA,NA,9250,94600,51.00%,2.5,61.9,25,coal,2046,2006
G102868,L100287,P100238,https://www.gem.wiki/Fuzhou_Kemen_power_station,China,Fujian,Fuzhou Kemen power station Unit 2,Fuzhou Kemen power station,华电可门电厂一期,NA,Huadian Fuxin Energy Corp Ltd,China Huadian,600,operating,2006,NA,NA,supercritical,bituminous,NA,"Yanqi Village, Kengyuan Town",Lianjiang,Fuzhou,East Asia,26.3734254,119.7622418,exact,发改能源【2005】791号,NA,NA,NA,9250,94600,51.00%,2.5,61.9,25,coal,2046,2006
G102869,L100287,P100238,https://www.gem.wiki/Fuzhou_Kemen_power_station,China,Fujian,Fuzhou Kemen power station Unit 3,Fuzhou Kemen power station,华电可门电厂二期,NA,Huadian Fuxin Energy Corp Ltd,China Huadian,600,operating,2008,NA,NA,supercritical,bituminous,NA,"Yanqi Village, Kengyuan Town",Lianjiang,Fuzhou,East Asia,26.3734254,119.7622418,exact,NA,NA,NA,NA,9250,94600,51.00%,2.5,66.8,27,coal,2048,2008
G102870,L100287,P100238,https://www.gem.wiki/Fuzhou_Kemen_power_station,China,Fujian,Fuzhou Kemen power station Unit 4,Fuzhou Kemen power station,华电可门电厂二期,NA,Huadian Fuxin Energy Corp Ltd,China Huadian,600,operating,2008,NA,NA,supercritical,bituminous,NA,"Yanqi Village, Kengyuan Town",Lianjiang,Fuzhou,East Asia,26.3734254,119.7622418,exact,NA,NA,NA,NA,9250,94600,51.00%,2.5,66.8,27,coal,2048,2008
G112761,L101062,Q200621,https://www.gem.wiki/Ganneng_Fengcheng_power_station,China,Jiangxi,Ganneng Fengcheng Power Plant Unit 5,Ganneng Fengcheng power station,赣能股份丰城二期发电厂,NA,Jiangxi Ganneng Co.,"Jiangxi Provincial Investment Group (39%), SDIC (34%), Other (27%)",700,operating,2007,NA,NA,supercritical,unknown,NA,Shishang Village Tonggushan,Fengcheng,Yichun,East Asia,28.199732,115.709577,exact,2005-05-27,NA,NA,NA,9250,96100,51.00%,2.9,76.3,26,coal,2047,2007
G112762,L101062,Q200621,https://www.gem.wiki/Ganneng_Fengcheng_power_station,China,Jiangxi,Ganneng Fengcheng Power Plant Unit 6,Ganneng Fengcheng power station,赣能股份丰城二期发电厂,NA,Jiangxi Ganneng Co.,"Jiangxi Provincial Investment Group (39%), SDIC (34%), Other (27%)",700,operating,2007,NA,NA,supercritical,unknown,NA,Shishang Village Tonggushan,Fengcheng,Yichun,East Asia,28.199732,115.709577,exact,2005-05-27,NA,NA,NA,9250,96100,51.00%,2.9,76.3,26,coal,2047,2007
G102933,L101621,P101457,https://www.gem.wiki/Ganquanbao_TBEA_power_station,China,Xinjiang,Ganquanbao TBEA 1,Ganquanbao TBEA power station,特变电工新疆新特能源甘泉堡自备电厂,NA,Xinte Energy Co,TBEA,350,operating,2013,NA,NA,supercritical,unknown,NA,Ganquanpu,Midong District,Ürümqi,East Asia,44.124707,87.770718,exact,NA,other metals & mining,CHP,NA,9250,96100,51.00%,1.5,46.9,32,coal,2053,2013
G102934,L101621,P101457,https://www.gem.wiki/Ganquanbao_TBEA_power_station,China,Xinjiang,Ganquanbao TBEA 2,Ganquanbao TBEA power station,特变电工新疆新特能源甘泉堡自备电厂,NA,Xinte Energy Co,TBEA,350,operating,2013,NA,NA,supercritical,unknown,NA,Ganquanpu,Midong District,Ürümqi,East Asia,44.124707,87.770718,exact,NA,other metals & mining,CHP,NA,9250,96100,51.00%,1.5,46.9,32,coal,2053,2013
G102935,L100316,P102138,https://www.gem.wiki/Gansu_Baiyin_power_station,China,Gansu,Gansu Baiyin 1,Gansu Baiyin power station,靖煤集团白银热电公司,NA,Gansu Jingyuan Coal Electricity Co,Gansu Jingyuan Coal Industry Group,350,operating,2015,NA,NA,supercritical,unknown,NA,1 Dongwei Second Road,Yindong District,Baiyin,East Asia,36.528794,104.227454,exact,2014-2-1,NA,NA,NA,9250,96100,51.00%,1.5,49.9,34,coal,2055,2015
G102936,L100316,P102138,https://www.gem.wiki/Gansu_Baiyin_power_station,China,Gansu,Gansu Baiyin 2,Gansu Baiyin power station,靖煤集团白银热电公司,NA,Gansu Jingyuan Coal Electricity Co,Gansu Jingyuan Coal Industry Group,350,operating,2016,NA,NA,supercritical,unknown,NA,1 Dongwei Second Road,Yindong District,Baiyin,East Asia,36.528794,104.227454,exact,2014-2-1,NA,NA,NA,9250,96100,51.00%,1.5,51.3,35,coal,2056,2016
G102937,L100317,P101136,https://www.gem.wiki/Gansu_Chongxin_power_station,China,Gansu,Gansu Chongxin power station Unit 1,Gansu Chongxin power station,中电建崇信电厂一期,NA,Power Construction Corporation of China Gansu Energy Investment Co,PowerChina,660,operating,2010,NA,NA,supercritical,unknown,NA,Chongxin County - Pingliang City,Chongxin,Pingliang,East Asia,35.2794862,106.9193745,exact,2010-3-11,NA,NA,NA,9250,96100,51.00%,2.8,80.2,29,coal,2050,2010
G102938,L100317,P101136,https://www.gem.wiki/Gansu_Chongxin_power_station,China,Gansu,Gansu Chongxin power station Unit 2,Gansu Chongxin power station,中电建崇信电厂一期,NA,Power Construction Corporation of China Gansu Energy Investment Co,PowerChina,660,operating,2011,NA,NA,supercritical,unknown,NA,Chongxin County - Pingliang City,Chongxin,Pingliang,East Asia,35.2794862,106.9193745,exact,2010-3-11,NA,NA,NA,9250,96100,51.00%,2.8,83,30,coal,2051,2011
G102941,L100318,P102137,https://www.gem.wiki/Gansu_Electric_Guazhou_Changle_power_station,China,Gansu,Gansu Electric Guazhou Changle power station Unit 1,Gansu Electric Guazhou Changle power station,甘肃电投常乐发电公司一期,NA,Gansu Electric Power Investment Co Ltd,Gansu Electric Power Investment Group,1000,operating,2020,NA,NA,ultra-super,unknown,NA,Bulongji Xiang,Guazhou,Jiuquan,East Asia,40.6599,96.513,exact,2016-8-15,NA,NA,NA,8272,96100,51.00%,3.7,146.1,39,coal,2060,2020
G102942,L100318,P102137,https://www.gem.wiki/Gansu_Electric_Guazhou_Changle_power_station,China,Gansu,Gansu Electric Guazhou Changle power station Unit 2,Gansu Electric Guazhou Changle power station,甘肃电投常乐发电公司一期,NA,Gansu Electric Power Investment Co Ltd,Gansu Electric Power Investment Group,1000,operating,2020,NA,NA,ultra-super,unknown,NA,Bulongji Xiang,Guazhou,Jiuquan,East Asia,40.6599,96.513,exact,2016-8-15,NA,NA,NA,8272,96100,51.00%,3.7,146.1,39,coal,2060,2020
G102945,L100254,P100233,https://www.gem.wiki/Gaojing_power_station,China,Beijing,Gaojing power station Unit 1,Gaojing power station,大唐高井热电厂,NA,Datang International Power Generation Co,China Datang,100,retired,1961,2014,NA,subcritical,bituminous,NA,NA,Shijingshan,NA,East Asia,39.9401512,116.1295694,exact,NA,NA,NA,NA,12618,94600,51.00%,0.6,0,0,coal,2014,1961
G102946,L100254,P100233,https://www.gem.wiki/Gaojing_power_station,China,Beijing,Gaojing power station Unit 2,Gaojing power station,大唐高井热电厂,NA,Datang International Power Generation Co,China Datang,100,retired,1964,2014,NA,subcritical,bituminous,NA,NA,Shijingshan,NA,East Asia,39.9401512,116.1295694,exact,NA,NA,NA,NA,12618,94600,51.00%,0.6,0,0,coal,2014,1964
G102947,L100254,P100233,https://www.gem.wiki/Gaojing_power_station,China,Beijing,Gaojing power station Unit 3,Gaojing power station,大唐高井热电厂,NA,Datang International Power Generation Co,China Datang,100,retired,1966,2014,NA,subcritical,bituminous,NA,NA,Shijingshan,NA,East Asia,39.9401512,116.1295694,exact,NA,NA,NA,NA,12618,94600,51.00%,0.6,0,0,coal,2014,1966
G102948,L100254,P100233,https://www.gem.wiki/Gaojing_power_station,China,Beijing,Gaojing power station Unit 4,Gaojing power station,大唐高井热电厂,NA,Datang International Power Generation Co,China Datang,100,retired,1970,2014,NA,subcritical,bituminous,NA,NA,Shijingshan,NA,East Asia,39.9401512,116.1295694,exact,NA,NA,NA,NA,12618,94600,51.00%,0.6,0,0,coal,2014,1970
G102949,L100254,P100233,https://www.gem.wiki/Gaojing_power_station,China,Beijing,Gaojing power station Unit 5,Gaojing power station,大唐高井热电厂,NA,Datang International Power Generation Co,China Datang,100,retired,1973,2014,NA,subcritical,bituminous,NA,NA,Shijingshan,NA,East Asia,39.9401512,116.1295694,exact,NA,NA,NA,NA,12618,94600,51.00%,0.6,0,0,coal,2014,1973
G102950,L100254,P100233,https://www.gem.wiki/Gaojing_power_station,China,Beijing,Gaojing power station Unit 6,Gaojing power station,大唐高井热电厂,NA,Datang International Power Generation Co,China Datang,100,retired,1974,2014,NA,subcritical,bituminous,NA,NA,Shijingshan,NA,East Asia,39.9401512,116.1295694,exact,NA,NA,NA,NA,12618,94600,51.00%,0.6,0,0,coal,2014,1974
G112870,L101326,P101456,https://gem.wiki/Gaotang_power_station,China,Shandong,Gaotang Unit 6,Gaotang power station,高唐热电厂,NA,TBD,TBD,48,operating,2010,NA,NA,unknown,unknown,NA,50 Jincheng Road,Gaotang,Liaocheng,East Asia,36.866792,116.233486,exact,NA,NA,NA,NA,11187,96100,51.00%,0.2,7.1,29,coal,2050,2010
G102994,L100319,P102137,https://www.gem.wiki/GEPIC_Jinchang_power_station,China,Gansu,GEPIC Jinchang power station Unit 1-5,GEPIC Jinchang power station,甘肃电投金昌发电公司永昌电厂,Yongchang power station,GEPIC Jinchang Power Co Ltd,Gansu Electric Power Investment Group,99,retired,1960,2007,NA,subcritical,unknown,NA,Hexipu,Yongchang,Jinchang,East Asia,38.3784415,102.0968423,exact,NA,NA,NA,NA,12618,96100,51.00%,0.6,0,0,coal,2007,1960
G102995,L100319,P102137,https://www.gem.wiki/GEPIC_Jinchang_power_station,China,Gansu,GEPIC Jinchang power station Unit 10,GEPIC Jinchang power station,甘肃电投金昌发电公司金昌热电联产,Yongchang power station,GEPIC Jinchang Power Co Ltd,Gansu Electric Power Investment Group,330,operating,2013,NA,NA,subcritical,bituminous,NA,Hexipu,Yongchang,Jinchang,East Asia,38.501029,102.269849,exact,2013-3-23,NA,NA,NA,9572,94600,51.00%,1.4,45.1,32,coal,2053,2013
G102996,L100319,P102137,https://www.gem.wiki/GEPIC_Jinchang_power_station,China,Gansu,GEPIC Jinchang power station Unit 11,GEPIC Jinchang power station,甘肃电投金昌发电公司金昌热电联产,Yongchang power station,GEPIC Jinchang Power Co Ltd,Gansu Electric Power Investment Group,330,operating,2014,NA,NA,subcritical,bituminous,NA,Hexipu,Yongchang,Jinchang,East Asia,38.501029,102.269849,exact,2013-3-23,NA,NA,NA,9572,94600,51.00%,1.4,46.5,33,coal,2054,2014
G102997,L100319,P102137,https://www.gem.wiki/GEPIC_Jinchang_power_station,China,Gansu,GEPIC Jinchang power station Unit 6,GEPIC Jinchang power station,甘肃电投金昌发电公司永昌电厂,Yongchang power station,GEPIC Jinchang Power Co Ltd,Gansu Electric Power Investment Group,100,retired,1992,2010,NA,subcritical,unknown,NA,Hexipu,Yongchang,Jinchang,East Asia,38.3784415,102.0968423,exact,NA,NA,NA,NA,11313,96100,51.00%,0.5,0,0,coal,2010,1992
G102998,L100319,P102137,https://www.gem.wiki/GEPIC_Jinchang_power_station,China,Gansu,GEPIC Jinchang power station Unit 7,GEPIC Jinchang power station,甘肃电投金昌发电公司永昌电厂,Yongchang power station,GEPIC Jinchang Power Co Ltd,Gansu Electric Power Investment Group,100,retired,1993,2010,NA,subcritical,unknown,NA,Hexipu,Yongchang,Jinchang,East Asia,38.3784415,102.0968423,exact,NA,NA,NA,NA,11313,96100,51.00%,0.5,0,0,coal,2010,1993
G102999,L100319,P102137,https://www.gem.wiki/GEPIC_Jinchang_power_station,China,Gansu,GEPIC Jinchang power station Unit 8,GEPIC Jinchang power station,甘肃电投金昌发电公司永昌电厂,Yongchang power station,GEPIC Jinchang Power Co Ltd,Gansu Electric Power Investment Group,330,operating,2009,NA,NA,subcritical,unknown,NA,Hexipu,Yongchang,Jinchang,East Asia,38.3784415,102.0968423,exact,2009-4,NA,NA,NA,10442,96100,51.00%,1.6,43.7,28,coal,2049,2009
G103000,L100319,P102137,https://www.gem.wiki/GEPIC_Jinchang_power_station,China,Gansu,GEPIC Jinchang power station Unit 9,GEPIC Jinchang power station,甘肃电投金昌发电公司永昌电厂,Yongchang power station,GEPIC Jinchang Power Co Ltd,Gansu Electric Power Investment Group,330,operating,2009,NA,NA,subcritical,unknown,NA,Hexipu,Yongchang,Jinchang,East Asia,38.3784415,102.0968423,exact,2009-4,NA,NA,NA,10442,96100,51.00%,1.6,43.7,28,coal,2049,2009
G103001,L100320,Q200918,https://www.gem.wiki/GEPIC_Zhangye_power_station,China,Gansu,GEPIC Zhangye power station Unit 1,GEPIC Zhangye power station,甘肃电投张掖发电公司一期,Zhangye power station,Gansu Electric Power Investment Co Ltd,"Gansu Electric Power Investment Group (55%), ChinaCoal (45%)",325,operating,2005,NA,NA,subcritical,bituminous,NA,Pingshanhu,Ganzhou,Zhangye,East Asia,39.071221799999996,100.4629294,exact,NA,NA,NA,NA,10442,94600,51.00%,1.5,36.3,24,coal,2045,2005
G103002,L100320,Q200918,https://www.gem.wiki/GEPIC_Zhangye_power_station,China,Gansu,GEPIC Zhangye power station Unit 2,GEPIC Zhangye power station,甘肃电投张掖发电公司一期,Zhangye power station,Gansu Electric Power Investment Co Ltd,"Gansu Electric Power Investment Group (55%), ChinaCoal (45%)",325,operating,2006,NA,NA,subcritical,bituminous,NA,NA,Ganzhou,Zhangye,East Asia,39.071221799999996,100.4629294,exact,NA,NA,NA,NA,10442,94600,51.00%,1.5,37.8,25,coal,2046,2006
G103079,L100980,P101350,https://www.gem.wiki/Gold_Huasheng_Mill_power_station,China,Jiangsu,Gold Huasheng Mill power station Unit 1,Gold Huasheng Mill power station,金光集团亚洲浆纸金华盛纸业苏州自备电厂,NA,Asia Pulp & Paper China,Sinar Mas Group,50,operating,1998,NA,NA,subcritical,unknown,NA,Shengpu Town,Wuzhong,Suzhou,East Asia,31.306491,120.845299,exact,NA,pulp & paper,CHP,NA,12183,96100,51.00%,0.3,4.7,17,coal,2038,1998
G103080,L100980,P101350,https://www.gem.wiki/Gold_Huasheng_Mill_power_station,China,Jiangsu,Gold Huasheng Mill power station Unit 2,Gold Huasheng Mill power station,金光集团亚洲浆纸金华盛纸业苏州自备电厂,NA,Asia Pulp & Paper China,Sinar Mas Group,50,operating,1999,NA,NA,subcritical,unknown,NA,Shengpu Town,Wuzhong,Suzhou,East Asia,31.306491,120.845299,exact,NA,pulp & paper,CHP,NA,12183,96100,51.00%,0.3,5,18,coal,2039,1999
G103088,L101566,P100238,https://www.gem.wiki/Huadian_Gongxian_power_station,China,Sichuan,Gongxian 1,Huadian Gongxian power station,华电四川珙县发电厂上大压小（黄桷庄发电厂异地扩建）一期项目,NA,Huadian Sichuan Power Gerneration Co,China Huadian,600,operating,2011,NA,NA,supercritical,anth,NA,Xiao'er Town,Gong,Yibin,East Asia,28.271318,104.668987,exact,2008-6-10,NA,NA,NA,9250,98300,51.00%,2.6,77.1,30,coal,2051,2011
G103089,L101566,P100238,https://www.gem.wiki/Huadian_Gongxian_power_station,China,Sichuan,Gongxian 2,Huadian Gongxian power station,华电四川珙县发电厂上大压小（黄桷庄发电厂异地扩建）一期项目,NA,Huadian Sichuan Power Gerneration Co,China Huadian,600,operating,2011,NA,NA,supercritical,anth,NA,Xiao'er Town,Gong,Yibin,East Asia,28.271318,104.668987,exact,2008-6-10,NA,NA,NA,9250,98300,51.00%,2.6,77.1,30,coal,2051,2011
