Tracker ID,TrackerLOC,ParentID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Chinese Name,Other names,Sponsor,Parent,Capacity (MW),Status,Year,RETIRED,Planned Retire,Combustion technology,Coal type,Coal source,Location,"Local area (taluk, county)","Major area (prefecture, district)",Region,Latitude,Longitude,Accuracy,Permits,Captive,Captive industry use,Captive residential use,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Remaining plant lifetime (years),resource,final_end_year,final_start_year
G100098,L101596,P101672,https://www.gem.wiki/Aksu_Cogen_power_station,China,Xinjiang,Aksu Cogen 1,Aksu Cogen power station,浙能新疆阿克苏纺织工业城热电厂,NA,Zhejiang Zheneng Elec Pow Co,Zhejiang Provincial Energy Group,350,operating,2016,NA,NA,supercritical,unknown,NA,Textile Industry Town,Aksu,Aksu,East Asia,41.154153,80.399732,exact,2015-1-15,NA,NA,NA,9250,96100,51.00%,1.5,51.3,35,coal,2056,2016
G100099,L101596,P101672,https://www.gem.wiki/Aksu_Cogen_power_station,China,Xinjiang,Aksu Cogen 2,Aksu Cogen power station,浙能新疆阿克苏纺织工业城热电厂,NA,Zhejiang Zheneng Elec Pow Co,Zhejiang Provincial Energy Group,350,operating,2017,NA,NA,supercritical,unknown,NA,Textile Industry Town,Aksu,Aksu,East Asia,41.154153,80.399732,exact,2015-1-15,NA,NA,NA,9250,96100,51.00%,1.5,52.8,36,coal,2057,2017
G100108,L101597,P101988,https://www.gem.wiki/Aksu_Xuzhou_power_station,China,Xinjiang,Aksu Xuzhou 1,Aksu Xuzhou power station,徐矿集团新疆阿克苏电厂一期热电联产项目,NA,Jiangsu Energy Investment Group,Xuzhou Mining Group,200,operating,2011,NA,NA,subcritical,unknown,NA,Western Heavey Industry Park near 314 National Road,Aksu,Aksu,East Asia,41.078773,80.16948,exact,2009-9-30,NA,NA,NA,11313,96100,51.00%,1,30.7,30,coal,2051,2011
G100109,L101597,P101988,https://www.gem.wiki/Aksu_Xuzhou_power_station,China,Xinjiang,Aksu Xuzhou 2,Aksu Xuzhou power station,徐矿集团新疆阿克苏电厂一期热电联产项目,NA,Jiangsu Energy Investment Group,Xuzhou Mining Group,200,operating,2011,NA,NA,subcritical,unknown,NA,Western Heavey Industry Park near 314 National Road,Aksu,Aksu,East Asia,41.078773,80.16948,exact,2009-9-30,NA,NA,NA,11313,96100,51.00%,1,30.7,30,coal,2051,2011
G112054,L100792,P100714,https://www.gem.wiki/Guodian_Alashan_Left_Qi_Wusitai-2_power_station,China,Inner Mongolia,Alashan Left Qi Wusitai power station Unit 1,Alashan Left Qi Wusitai power station,蒙能阿拉善左旗乌斯太热电厂,Wusitai power station,Inner Mongolia Energy Engineering Investment Group,Inner Mongolia Asset Management Bureau,300,operating,2008,NA,NA,unknown,unknown,NA,Wusitai Town,Alxa Left Banner,Alxa,East Asia,39.446016,106.667694,exact,2015-10-20,NA,NA,NA,10326,96100,51.00%,1.4,37.9,27,coal,2048,2008
G112055,L100792,P100714,https://www.gem.wiki/Guodian_Alashan_Left_Qi_Wusitai-2_power_station,China,Inner Mongolia,Alashan Left Qi Wusitai power station Unit 2,Alashan Left Qi Wusitai power station,蒙能阿拉善左旗乌斯太热电厂,Wusitai power station,Inner Mongolia Energy Engineering Investment Group,Inner Mongolia Asset Management Bureau,300,operating,2010,NA,NA,unknown,unknown,NA,Wusitai Town,Alxa Left Banner,Alxa,East Asia,39.446016,106.667694,exact,2015-10-20,NA,NA,NA,10326,96100,51.00%,1.4,40.7,29,coal,2050,2010
G113040,L100602,P101627,https://gem.wiki/Anda_Cogen_power_station,China,Heilongjiang,Anda Cogen power station Unit 1,Anda Cogen power station,鑫玛热电集团安达热电联产,安达鑫玛热电,Xinma Cogen Group,Xinma Cogen Group,50,operating,2014,NA,NA,subcritical,unknown,NA,Tiexi Tiancaizhan,Anda,Suihua,East Asia,46.399604,125.298159,exact,2015-2-15,NA,NA,NA,10442,96100,51.00%,0.2,7.8,33,coal,2054,2014
G113041,L100602,P101627,https://gem.wiki/Anda_Cogen_power_station,China,Heilongjiang,Anda Cogen power station Unit 2,Anda Cogen power station,鑫玛热电集团安达热电联产,安达鑫玛热电,Xinma Cogen Group,Xinma Cogen Group,50,operating,2014,NA,NA,subcritical,unknown,NA,Tiexi Tiancaizhan,Anda,Suihua,East Asia,46.399604,125.298159,exact,2015-2-15,NA,NA,NA,10442,96100,51.00%,0.2,7.8,33,coal,2054,2014
G100238,L100200,Q200444,https://www.gem.wiki/Anhui_Bengbu_power_station,China,Anhui,Anhui Bengbu power station Unit 1,Anhui Bengbu power station,国电蚌埠发电公司一期,NA,"Guodian Anhui Power Co, Ltd 50%; Wenergy Group 30%; Huainan Mining Group 20%.","National Energy Investment Group (50%), Wenergy Group (30%), Huainan Mining Group (20%)",630,operating,2008,NA,NA,supercritical,bituminous,NA,Xiaoyi,Huaiyuan,Bengbu,East Asia,32.78444,117.11472,exact,NA,NA,NA,NA,9250,94600,51.00%,2.6,70.2,27,coal,2048,2008
G100239,L100200,Q200444,https://www.gem.wiki/Anhui_Bengbu_power_station,China,Anhui,Anhui Bengbu power station Unit 2,Anhui Bengbu power station,国电蚌埠发电公司一期,NA,"Guodian Anhui Power Co, Ltd 50%; Wenergy Group 30%; Huainan Mining Group 20%.","National Energy Investment Group (50%), Wenergy Group (30%), Huainan Mining Group (20%)",630,operating,2009,NA,NA,supercritical,bituminous,NA,Xiaoyi,Huaiyuan,Bengbu,East Asia,32.78444,117.11472,exact,NA,NA,NA,NA,9250,94600,51.00%,2.6,72.8,28,coal,2049,2009
G100236,L100200,Q200444,https://www.gem.wiki/Anhui_Bengbu_power_station,China,Anhui,Anhui Bengbu power station Unit 3,Anhui Bengbu power station,国电蚌埠发电公司二期,NA,"Guodian Anhui Power Co, Ltd 50%; Wenergy Group 30%; Huainan Mining Group 20%.","National Energy Investment Group (50%), Wenergy Group (30%), Huainan Mining Group (20%)",660,operating,2018,NA,NA,ultra-super,bituminous,NA,Xiaoyi Township,Huaiyuan,Bengbu,East Asia,32.78444,117.11472,exact,2015-5-12,NA,NA,NA,8272,94600,51.00%,2.4,90.1,37,coal,2058,2018
G100237,L100200,Q200444,https://www.gem.wiki/Anhui_Bengbu_power_station,China,Anhui,Anhui Bengbu power station Unit 4,Anhui Bengbu power station,国电蚌埠发电公司二期,NA,"Guodian Anhui Power Co, Ltd 50%; Wenergy Group 30%; Huainan Mining Group 20%.","National Energy Investment Group (50%), Wenergy Group (30%), Huainan Mining Group (20%)",660,operating,2018,NA,NA,ultra-super,bituminous,NA,Xiaoyi Township,Huaiyuan,Bengbu,East Asia,32.78444,117.11472,exact,2015-5-12,NA,NA,NA,8272,94600,51.00%,2.4,90.1,37,coal,2058,2018
G100240,L100202,P100674,https://www.gem.wiki/Anhui_Hwasu_power_station,China,Anhui,Anhui Hwasu power station Unit 1,Anhui Hwasu power station,淮北矿业华塑自备热电厂一期,NA,Anhui Hwasu Corp,Huaibei Coal Mining Group,300,operating,2012,NA,NA,subcritical,unknown,NA,Luqiao Town,Dingyuan,Chuzhou,East Asia,32.584793,117.253237,exact,2015-7-31,chemicals,CHP,NA,9572,96100,51.00%,1.3,40.3,31,coal,2052,2012
G100241,L100202,P100674,https://www.gem.wiki/Anhui_Hwasu_power_station,China,Anhui,Anhui Hwasu power station Unit 2,Anhui Hwasu power station,淮北矿业华塑自备热电厂一期,NA,Anhui Hwasu Corp,Huaibei Coal Mining Group,300,operating,2012,NA,NA,subcritical,unknown,NA,Luqiao Town,Dingyuan,Chuzhou,East Asia,32.584793,117.253237,exact,2015-7-31,chemicals,CHP,NA,9572,96100,51.00%,1.3,40.3,31,coal,2052,2012
G114217,L104586,Q200895,https://gem.wiki/Anhui_Xinyuan_Thermal_Power_Station,China,Anhui,Anhui Xinyuan Thermal Unit 3,Anhui Xinyuan Thermal Power Station,安徽新源热电公司,NA,Anhui Xinyuan Thermal Power Company,"Zhouji Energy (70%), Benbu Investment Group (30%)",30,operating,1989,NA,NA,subcritical,unknown,NA,220 Changzheng Road,Yuhui,Bengbu,East Asia,32.93653,117.323709,exact,NA,NA,NA,NA,12618,96100,51.00%,0.2,1.4,8,coal,2029,1989
G100245,L100203,P100254,https://www.gem.wiki/Anhui_Xuancheng_power_station,China,Anhui,Anhui Xuancheng power station Unit 1,Anhui Xuancheng power station,中煤宣城发电公司一期,NA,ChinaCoal (中国中煤能源集团有限公司) 51%; ChinaCoal Xinji Energy Co (中煤新集能源股份有限公司)49%.,ChinaCoal,660,operating,2008,NA,NA,ultra-super,bituminous,NA,Xiangyang Town,Xuanzhou District,Xuancheng,East Asia,30.86956,118.865,exact,2006-8-31,NA,NA,NA,9099,94600,51.00%,2.7,72.3,27,coal,2048,2008
G100242,L100203,P100254,https://www.gem.wiki/Anhui_Xuancheng_power_station,China,Anhui,Anhui Xuancheng power station Unit 2,Anhui Xuancheng power station,中煤宣城发电公司一期,NA,ChinaCoal (中国中煤能源集团有限公司) 51%; ChinaCoal Xinji Energy Co (中煤新集能源股份有限公司)49%.,ChinaCoal,660,operating,2015,NA,NA,ultra-super,bituminous,NA,Xiangyang Town,Xuanzhou District,Xuancheng,East Asia,30.86956,118.865,exact,2014-5-8,NA,NA,NA,8272,94600,51.00%,2.4,82.8,34,coal,2055,2015
G112155,L101120,P100065,https://www.gem.wiki/Anshan_Steel_Company_No_2_power_station,China,Liaoning,Anshan Steel Company No 2 power station Unit 1,Anshan Steel Company No 2 power station,鞍钢第二发电厂,NA,Anshan Iron & Steel Group Power Co,Anshan Iron & Steel Group,110,retired,1973,2020,NA,subcritical,unknown,NA,Liuxitun,Tiexi District,Anshan,East Asia,41.132976,122.965756,exact,NA,iron & steel,CHP,NA,12618,96100,51.00%,0.6,0,0,coal,2020,1973
G112156,L101120,P100065,https://www.gem.wiki/Anshan_Steel_Company_No_2_power_station,China,Liaoning,Anshan Steel Company No 2 power station Unit 2,Anshan Steel Company No 2 power station,鞍钢第二发电厂,NA,Anshan Iron & Steel Group Power Co,Anshan Iron & Steel Group,110,retired,1973,2020,NA,subcritical,unknown,NA,Liuxitun,Tiexi District,Anshan,East Asia,41.132976,122.965756,exact,NA,iron & steel,CHP,NA,12618,96100,51.00%,0.6,0,0,coal,2020,1973
G112157,L101120,P100065,https://www.gem.wiki/Anshan_Steel_Company_No_2_power_station,China,Liaoning,Anshan Steel Company No 2 power station Unit 3,Anshan Steel Company No 2 power station,鞍钢第二发电厂,NA,Anshan Iron & Steel Group Power Co,Anshan Iron & Steel Group,125,operating,1973,NA,NA,subcritical,unknown,NA,Liuxitun,Tiexi District,Anshan,East Asia,41.132976,122.965756,exact,NA,iron & steel,CHP,NA,12618,96100,51.00%,0.7,3.6,5,coal,2013,1973
G100284,L100257,P100257,https://www.gem.wiki/Anwen_Songzao_power_station,China,Chongqing,Anwen Songzao 1,Anwen Songzao power station,重庆能源集团松藻煤电公司安稳电厂一期,NA,Chongqing Songzao Coal Power Co.,Chongqing Energy Investment Group,150,retired,2006,2020,NA,subcritical,unknown,NA,Anwen Town,Qijiang,NA,East Asia,28.641111,106.753056,exact,发改能源【2005】703号,NA,NA,NA,11313,96100,51.00%,0.8,0,0,coal,2020,2006
G100285,L100257,P100257,https://www.gem.wiki/Anwen_Songzao_power_station,China,Chongqing,Anwen Songzao 2,Anwen Songzao power station,重庆能源集团松藻煤电公司安稳电厂一期,NA,Chongqing Songzao Coal Power Co.,Chongqing Energy Investment Group,150,retired,2006,2020,NA,subcritical,unknown,NA,Anwen Town,Qijiang,NA,East Asia,28.641111,106.753056,exact,发改能源【2005】703号,NA,NA,NA,11313,96100,51.00%,0.8,0,0,coal,2020,2006
G100286,L100257,P100257,https://www.gem.wiki/Anwen_Songzao_power_station,China,Chongqing,Anwen Songzao 3,Anwen Songzao power station,重庆能源集团松藻煤电公司安稳电厂二期,NA,Chongqing Songzao Coal Power Co.,Chongqing Energy Investment Group,660,operating,2016,NA,NA,supercritical,unknown,NA,Anwen Town,Qijiang,NA,East Asia,28.641111,106.753056,exact,2013-12-27,NA,NA,NA,8409,96100,51.00%,2.5,88,35,coal,2056,2016
G100287,L100257,P100257,https://www.gem.wiki/Anwen_Songzao_power_station,China,Chongqing,Anwen Songzao 4,Anwen Songzao power station,重庆能源集团松藻煤电公司安稳电厂二期,NA,Chongqing Songzao Coal Power Co.,Chongqing Energy Investment Group,660,operating,2017,NA,NA,supercritical,unknown,NA,Anwen Town,Qijiang,NA,East Asia,28.641111,106.753056,exact,2013-12-27,NA,NA,NA,8409,96100,51.00%,2.5,90.5,36,coal,2057,2017
G113547,L101231,P102058,https://gem.wiki/Aoweiqianyuan_Captive_power_station,China,Shaanxi,Aoweiqianyuan Captive power station unit 1,Aoweiqianyuan Captive power station,陕西奥维乾元化工公司自备电厂,NA,Shanxi Aoweiqianyuan Chemical Co.,Fugu Xingmao Group,50,operating,2012,NA,NA,subcritical,unknown,NA,Huangpu Town,Fugu,Yulin,East Asia,39.250733,111.143003,exact,NA,chemicals,CHP,NA,10442,96100,51.00%,0.2,7.3,31,coal,2052,2012
G113548,L101231,P102058,https://gem.wiki/Aoweiqianyuan_Captive_power_station,China,Shaanxi,Aoweiqianyuan Captive power station unit 2,Aoweiqianyuan Captive power station,陕西奥维乾元化工公司自备电厂,NA,Shanxi Aoweiqianyuan Chemical Co.,Fugu Xingmao Group,50,operating,2012,NA,NA,subcritical,unknown,NA,Huangpu Town,Fugu,Yulin,East Asia,39.250733,111.143003,exact,NA,chemicals,CHP,NA,10442,96100,51.00%,0.2,7.3,31,coal,2052,2012
G112835,L100967,P101350,https://gem.wiki/APP_Jinhuasheng_Mill_power_station,China,Jiangsu,APP Jinhuasheng Mill Power Station Unit 3,APP Jinhuasheng Mill power station,金光集团金华盛纸业苏州工业园区热电,NA,Asia Pulp & Paper China,Sinar Mas Group,80,operating,2009,NA,NA,unknown,unknown,NA,Shengpu Town,Wuzhong,Suzhou,East Asia,31.306491,120.845299,exact,NA,pulp & paper,CHP,NA,11187,96100,51.00%,0.4,11.4,28,coal,2049,2009
G100300,L100968,P101350,https://gem.wiki/APP_Zhenjiang_Jindong_Mill_power_station,China,Jiangsu,APP Zhenjiang Jindong Mill power station Unit 1,APP Zhenjiang Jindong Mill power station,金光集团镇江金东纸业自备电厂,NA,Asia Pulp & Paper China,Sinar Mas Group,50,operating,1998,NA,2023,subcritical,unknown,NA,APP Zhenjiang Dadong mill,NA,Zhenjiang,East Asia,32.194585,119.699653,exact,NA,pulp & paper,CHP,NA,12183,96100,51.00%,0.3,0.8,3,coal,2023,1998
G100299,L100968,P101350,https://gem.wiki/APP_Zhenjiang_Jindong_Mill_power_station,China,Jiangsu,APP Zhenjiang Jindong Mill power station Unit 2,APP Zhenjiang Jindong Mill power station,金光集团镇江金东纸业自备电厂,NA,Asia Pulp & Paper China,Sinar Mas Group,80,operating,1998,NA,2023,subcritical,unknown,NA,Dagang Dongfang Road,Jingkou District,Zhenjiang,East Asia,32.194408,119.699773,exact,NA,pulp & paper,CHP,NA,12183,96100,51.00%,0.4,1.3,3,coal,2023,1998
G100298,L100968,P101350,https://gem.wiki/APP_Zhenjiang_Jindong_Mill_power_station,China,Jiangsu,APP Zhenjiang Jindong Mill power station Unit 3,APP Zhenjiang Jindong Mill power station,金光集团镇江金东纸业自备电厂,NA,Asia Pulp & Paper China,Sinar Mas Group,80,operating,1999,NA,NA,subcritical,unknown,NA,Dagang Dongfang Road,Jingkou District,Zhenjiang,East Asia,32.194408,119.699773,exact,NA,pulp & paper,CHP,NA,12183,96100,51.00%,0.4,7.9,18,coal,2039,1999
G112758,L100968,P101350,https://gem.wiki/APP_Zhenjiang_Jindong_Mill_power_station,China,Jiangsu,APP Zhenjiang Jindong Mill power station Unit 4,APP Zhenjiang Jindong Mill power station,金光集团镇江金东纸业自备电厂,NA,Asia Pulp & Paper China,Sinar Mas Group,80,operating,2005,NA,NA,subcritical,unknown,NA,Dagang Dongfang Road,Jingkou District,Zhenjiang,East Asia,32.194408,119.699773,exact,NA,pulp & paper,CHP,NA,11313,96100,51.00%,0.4,9.8,24,coal,2045,2005
G113080,L101598,Q200749,https://www.gem.wiki/Aral_Xinhu_Cogen_power_station,China,Xinjiang,Aral Xinhu Cogen power station Unit 1,Aral Xinhu Cogen power station,新疆阿拉尔市新沪热电公司一期,NA,Shengyuan,"Xinjiang Production and Construction Corps (87%), Shanghai Electric Group (13%)",50,operating,2008,NA,NA,unknown,unknown,NA,NA,Aral,NA,East Asia,40.5894333,81.1954343,exact,NA,NA,NA,NA,11187,96100,51.00%,0.3,6.8,27,coal,2048,2008
G100305,L101598,Q200749,https://www.gem.wiki/Aral_Xinhu_Cogen_power_station,China,Xinjiang,Aral Xinhu Cogen power station Unit 2,Aral Xinhu Cogen power station,新疆阿拉尔市新沪热电公司一期,NA,Shengyuan,"Xinjiang Production and Construction Corps (87%), Shanghai Electric Group (13%)",50,operating,2008,NA,NA,unknown,unknown,NA,NA,Aral,NA,East Asia,40.5894333,81.1954343,exact,NA,NA,NA,NA,11187,96100,51.00%,0.3,6.8,27,coal,2048,2008
G111161,L101598,Q200749,https://www.gem.wiki/Aral_Xinhu_Cogen_power_station,China,Xinjiang,Aral Xinhu Cogen power station Unit 3,Aral Xinhu Cogen power station,新疆阿拉尔市新沪热电公司二期,阿拉尔盛源热电厂,Shengyuan,"Xinjiang Production and Construction Corps (87%), Shanghai Electric Group (13%)",350,operating,2014,NA,NA,supercritical,unknown,NA,NA,Aral,NA,East Asia,40.5894333,81.1954343,exact,2012-9,NA,NA,NA,9250,96100,51.00%,1.5,48.4,33,coal,2054,2014
G111162,L101598,Q200749,https://www.gem.wiki/Aral_Xinhu_Cogen_power_station,China,Xinjiang,Aral Xinhu Cogen power station Unit 4,Aral Xinhu Cogen power station,新疆阿拉尔市新沪热电公司二期,阿拉尔盛源热电厂,Shengyuan,"Xinjiang Production and Construction Corps (87%), Shanghai Electric Group (13%)",350,operating,2014,NA,NA,supercritical,unknown,NA,NA,Aral,NA,East Asia,40.5894333,81.1954343,exact,2012-9,NA,NA,NA,9250,96100,51.00%,1.5,48.4,33,coal,2054,2014
G100430,L101560,P101339,https://gem.wiki/Baguanhe_Washery_power_station,China,Sichuan,Baguanhe Washery power station Unit 1,Baguanhe Washery power station,川煤攀煤煤矸石发电厂,川煤华荣能源股份公司煤矸石电厂,Panzhihua Coal Group,Sichuan Coal Mine Group,135,retired,2007,2019,NA,subcritical,wstcoal,NA,NA,Xiqu,Panzhihua,East Asia,26.5957492,101.6118877,exact,NA,NA,NA,NA,11313,94600,51.00%,0.7,0,0,coal,2019,2007
G100431,L101560,P101339,https://gem.wiki/Baguanhe_Washery_power_station,China,Sichuan,Baguanhe Washery power station Unit 2,Baguanhe Washery power station,川煤攀煤煤矸石发电厂,川煤华荣能源股份公司煤矸石电厂,Panzhihua Coal Group,Sichuan Coal Mine Group,135,retired,2007,2019,NA,subcritical,wstcoal,NA,NA,Xiqu,Panzhihua,East Asia,26.5957492,101.6118877,exact,NA,NA,NA,NA,11313,94600,51.00%,0.7,0,0,coal,2019,2007
G100436,L100427,P100587,https://www.gem.wiki/Baise_Smelter_power_station,China,Guangxi,Baise Smelter 1,Baise Smelter power station,百矿集团煤电铝一体化项目自备电厂,百矿发电公司,Guangxi Baise Mining Group,Guangxi Baise Mining Group,350,operating,2016,NA,NA,supercritical,unknown,NA,Toutang Town,Tianyang,Baise,East Asia,23.78636,106.8202,exact,NA,aluminum,power,NA,9250,96100,51.00%,1.5,51.3,35,coal,2056,2016
G100437,L100427,P100587,https://www.gem.wiki/Baise_Smelter_power_station,China,Guangxi,Baise Smelter 2,Baise Smelter power station,百矿集团煤电铝一体化项目自备电厂,百矿发电公司,Guangxi Baise Mining Group,Guangxi Baise Mining Group,350,operating,2016,NA,NA,supercritical,unknown,NA,Toutang Town,Tianyang,Baise,East Asia,23.78636,106.8202,exact,NA,aluminum,power,NA,9250,96100,51.00%,1.5,51.3,35,coal,2056,2016
G113105,L100428,P100587,https://www.gem.wiki/Baise_Tiandong_power_station#Background_on_Plant,China,Guangxi,Baise Tiandong power station Unit 1,Baise Tiandong power station,百矿集团田东电厂,NA,Guangxi Baise Mining Group,Guangxi Baise Mining Group,135,operating,2004,NA,NA,subcritical,lignite,NA,Xiangzhou Town,Tiandong,Baise,East Asia,23.629647,107.024096,exact,NA,aluminum,power,NA,11313,101000,51.00%,0.7,16.7,23,coal,2044,2004
G113106,L100428,P100587,https://www.gem.wiki/Baise_Tiandong_power_station#Background_on_Plant,China,Guangxi,Baise Tiandong power station Unit 2,Baise Tiandong power station,百矿集团田东电厂,NA,Guangxi Baise Mining Group,Guangxi Baise Mining Group,135,operating,2005,NA,NA,subcritical,lignite,NA,Xiangzhou Town,Tiandong,Baise,East Asia,23.629647,107.024096,exact,NA,aluminum,power,NA,11313,101000,51.00%,0.7,17.5,24,coal,2045,2005
G100434,L100429,P100587,https://www.gem.wiki/Baise_Tianyang_power_station,China,Guangxi,Baise Tianyang power station Unit 1,Baise Tianyang power station,百矿集团银海发电公司田阳电厂,NA,Guangxi Yinhai electric generation Co.,Guangxi Baise Mining Group,150,operating,2007,NA,NA,subcritical,unknown,NA,Toutang Town,Tianyang,Baise,East Asia,23.788337,106.815022,exact,2005-10-01,aluminum,power,NA,11313,96100,51.00%,0.8,20,26,coal,2047,2007
G100435,L100429,P100587,https://www.gem.wiki/Baise_Tianyang_power_station,China,Guangxi,Baise Tianyang power station Unit 2,Baise Tianyang power station,百矿集团银海发电公司田阳电厂,NA,Guangxi Yinhai electric generation Co.,Guangxi Baise Mining Group,150,operating,2007,NA,NA,subcritical,unknown,NA,Toutang Town,Tianyang,Baise,East Asia,23.788337,106.815022,exact,2005-10-01,aluminum,power,NA,11313,96100,51.00%,0.8,20,26,coal,2047,2007
G113740,L100258,P102069,https://www.gem.wiki/Baitao_cogen_power_station,China,Chongqing,Baitao cogen unit 1,Baitao cogen power station,重庆化医集团建峰工业集团白涛热电,NA,Jianfeng Industry Group,Chongqing Chemical & Pharmaceutical Group,50,operating,2012,NA,NA,subcritical,unknown,NA,NA,Fuling,NA,East Asia,29.585551,107.516544,exact,NA,chemicals,CHP,NA,10442,96100,51.00%,0.2,7.3,31,coal,2052,2012
G113741,L100258,P102069,https://www.gem.wiki/Baitao_cogen_power_station,China,Chongqing,Baitao cogen unit 2,Baitao cogen power station,重庆化医集团建峰工业集团白涛热电,NA,Jianfeng Industry Group,Chongqing Chemical & Pharmaceutical Group,50,operating,2012,NA,NA,subcritical,unknown,NA,NA,Fuling,NA,East Asia,29.585551,107.516544,exact,NA,chemicals,CHP,NA,10442,96100,51.00%,0.2,7.3,31,coal,2052,2012
G100438,L101306,P100239,https://www.gem.wiki/Baiyanghe_power_station,China,Shandong,Baiyanghe power station Unit 1,Baiyanghe power station,华能白杨河电厂,NA,Huaneng Shandong Power Co Ltd,China Huaneng,50,retired,1969,2007,NA,subcritical,anth,NA,1 Quanshui Road,Boshan District,Zibo,East Asia,36.471944,117.8425,exact,NA,NA,NA,NA,12618,98300,51.00%,0.3,0,0,coal,2007,1969
G100439,L101306,P100239,https://www.gem.wiki/Baiyanghe_power_station,China,Shandong,Baiyanghe power station Unit 2,Baiyanghe power station,华能白杨河电厂,NA,Huaneng Shandong Power Co Ltd,China Huaneng,50,retired,1970,2007,NA,subcritical,anth,NA,1 Quanshui Road,Boshan District,Zibo,East Asia,36.471944,117.8425,exact,NA,NA,NA,NA,12618,98300,51.00%,0.3,0,0,coal,2007,1970
G100440,L101306,P100239,https://www.gem.wiki/Baiyanghe_power_station,China,Shandong,Baiyanghe power station Unit 3,Baiyanghe power station,华能白杨河电厂,NA,Huaneng Shandong Power Co Ltd,China Huaneng,50,retired,1971,2007,NA,subcritical,anth,NA,1 Quanshui Road,Boshan District,Zibo,East Asia,36.471944,117.8425,exact,NA,NA,NA,NA,12618,98300,51.00%,0.3,0,0,coal,2007,1971
G100441,L101306,P100239,https://www.gem.wiki/Baiyanghe_power_station,China,Shandong,Baiyanghe power station Unit 4,Baiyanghe power station,华能白杨河电厂,NA,Huaneng Shandong Power Co Ltd,China Huaneng,145,operating,2003,NA,NA,subcritical,anth,NA,1 Quanshui Road,Boshan District,Zibo,East Asia,36.471944,117.8425,exact,NA,NA,NA,NA,11313,98300,51.00%,0.8,16.7,22,coal,2043,2003
G100442,L101306,P100239,https://www.gem.wiki/Baiyanghe_power_station,China,Shandong,Baiyanghe power station Unit 5,Baiyanghe power station,华能白杨河电厂,NA,Huaneng Shandong Power Co Ltd,China Huaneng,145,operating,2003,NA,NA,subcritical,anth,NA,1 Quanshui Road,Boshan District,Zibo,East Asia,36.471944,117.8425,exact,NA,NA,NA,NA,11313,98300,51.00%,0.8,16.7,22,coal,2043,2003
G100443,L101306,P100239,https://www.gem.wiki/Baiyanghe_power_station,China,Shandong,Baiyanghe power station Unit 6,Baiyanghe power station,华能白杨河电厂,NA,Huaneng Shandong Power Co Ltd,China Huaneng,300,operating,2009,NA,NA,subcritical,anth,NA,1 Quanshui Road,Boshan District,Zibo,East Asia,36.471944,117.8425,exact,2008-12-8,NA,NA,NA,10442,98300,51.00%,1.5,40.6,28,coal,2049,2009
G100444,L101306,P100239,https://www.gem.wiki/Baiyanghe_power_station,China,Shandong,Baiyanghe power station Unit 7,Baiyanghe power station,华能白杨河电厂,NA,Huaneng Shandong Power Co Ltd,China Huaneng,300,operating,2009,NA,NA,subcritical,anth,NA,1 Quanshui Road,Boshan District,Zibo,East Asia,36.471944,117.8425,exact,2009-2-25,NA,NA,NA,10442,98300,51.00%,1.5,40.6,28,coal,2049,2009
G101726,L100793,P102057,https://www.gem.wiki/Baiyinhua_Industrial_Park_Self-Supply_power_station,China,Inner Mongolia,Baiyinhua Industrial Park Captive Power Station Unit 1,Baiyinhua Industrial Park Captive power station,国家电投内蒙能源白音华工业园自备电厂,西乌国家电投白音华高精铝板带项目自备电厂,"SPIC Nei Mongol Power Co, Ltd",State Power Investment Corporation,350,construction,2021,NA,NA,supercritical,unknown,NA,Baiyinhua,West Ujimqin,Xilingol,East Asia,44.7973,118.5118,exact,2016-9-1,aluminum,CHP,heat,9250,96100,51.00%,1.5,58.7,40,coal,2061,2021
G101727,L100793,P102057,https://www.gem.wiki/Baiyinhua_Industrial_Park_Self-Supply_power_station,China,Inner Mongolia,Baiyinhua Industrial Park Captive Power Station Unit 2,Baiyinhua Industrial Park Captive power station,国家电投内蒙能源白音华工业园自备电厂,西乌国家电投白音华高精铝板带项目自备电厂,"SPIC Nei Mongol Power Co, Ltd",State Power Investment Corporation,350,construction,2021,NA,NA,supercritical,unknown,NA,Baiyinhua,West Ujimqin,Xilingol,East Asia,44.7973,118.5118,exact,2016-9-1,aluminum,CHP,heat,9250,96100,51.00%,1.5,58.7,40,coal,2061,2021
G100549,L100534,P101321,https://www.gem.wiki/Baoding_Northwest_Suberb_power_station,China,Hebei,Baoding Northwest Suberb Cogen unit 1,Baoding Northwest Suberb power station,深能保定发电公司,深能保定西北郊热电项目,Shenzhen Energy,Shenzhen Energy Group,350,operating,2017,NA,NA,supercritical,unknown,NA,Yaozhuang,Mancheng,Baoding,East Asia,38.961835,115.36719,exact,2015-9-29,NA,NA,NA,9250,96100,51.00%,1.5,52.8,36,coal,2057,2017
